"Date","health_board","Indicator_Code","Count"
2020-05-12,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",11
2020-05-12,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",12
2020-05-12,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",26
2020-05-12,"Cardiff and Vale University Health Board","CO_GABed_C19",102
2020-05-12,"Cardiff and Vale University Health Board","CO_GABed_NonC19",879
2020-05-12,"Cardiff and Vale University Health Board","CO_GABed_Spare",1084
2020-05-12,"Cardiff and Vale University Health Board","CO_IVBed_C19",14
2020-05-12,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",18
2020-05-12,"Cardiff and Vale University Health Board","CO_IVBed_Spare",56
2020-05-12,"Cwm Taf University Health Board","CO_GABed_C19",154
2020-05-12,"Cwm Taf University Health Board","CO_GABed_NonC19",651
2020-05-12,"Cwm Taf University Health Board","CO_GABed_Spare",269
2020-05-12,"Cwm Taf University Health Board","CO_IVBed_C19",12
2020-05-12,"Cwm Taf University Health Board","CO_IVBed_NonC19",4
2020-05-12,"Cwm Taf University Health Board","CO_IVBed_Spare",43
2020-05-12,"Aneurin Bevan University Health Board","CO_GABed_C19",155
2020-05-12,"Aneurin Bevan University Health Board","CO_GABed_NonC19",592
2020-05-12,"Aneurin Bevan University Health Board","CO_GABed_Spare",630
2020-05-12,"Aneurin Bevan University Health Board","CO_IVBed_C19",14
2020-05-12,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",5
2020-05-12,"Aneurin Bevan University Health Board","CO_IVBed_Spare",57
2020-05-12,"Powys Teaching Health Board","CO_GABed_C19",18
2020-05-12,"Powys Teaching Health Board","CO_GABed_NonC19",62
2020-05-12,"Powys Teaching Health Board","CO_GABed_Spare",61
2020-05-12,"Powys Teaching Health Board","CO_IVBed_C19",0
2020-05-12,"Powys Teaching Health Board","CO_IVBed_NonC19",0
2020-05-12,"Powys Teaching Health Board","CO_IVBed_Spare",0
2020-05-12,"Velindre University NHS Trust","CO_GABed_C19",2
2020-05-12,"Velindre University NHS Trust","CO_GABed_NonC19",15
2020-05-12,"Velindre University NHS Trust","CO_GABed_Spare",13
2020-05-12,"Velindre University NHS Trust","CO_IVBed_C19",0
2020-05-12,"Velindre University NHS Trust","CO_IVBed_NonC19",0
2020-05-12,"Velindre University NHS Trust","CO_IVBed_Spare",0
2020-05-12,"Wales","CO_GABed_C19",892
2020-05-12,"Wales","CO_GABed_NonC19",4165
2020-05-12,"Wales","CO_GABed_Spare",3241
2020-05-12,"Wales","CO_IVBed_C19",72
2020-05-12,"Wales","CO_IVBed_NonC19",55
2020-05-12,"Wales","CO_IVBed_Spare",237
2020-05-13,"Betsi Cadwaladr University Health Board","CO_GABed_C19",258
2020-05-13,"Betsi Cadwaladr University Health Board","CO_GABed_NonC19",857
2020-05-13,"Betsi Cadwaladr University Health Board","CO_GABed_Spare",520
2020-05-13,"Betsi Cadwaladr University Health Board","CO_IVBed_C19",15
2020-05-13,"Betsi Cadwaladr University Health Board","CO_IVBed_NonC19",9
2020-05-13,"Betsi Cadwaladr University Health Board","CO_IVBed_Spare",42
2020-05-13,"Hywel Dda University Health Board","CO_GABed_C19",65
2020-05-13,"Hywel Dda University Health Board","CO_GABed_NonC19",508
2020-05-13,"Hywel Dda University Health Board","CO_GABed_Spare",390
2020-05-13,"Hywel Dda University Health Board","CO_IVBed_C19",5
2020-05-13,"Hywel Dda University Health Board","CO_IVBed_NonC19",7
2020-05-13,"Hywel Dda University Health Board","CO_IVBed_Spare",13
2020-05-13,"Abertawe Bro Morgannwg University Health Board","CO_GABed_C19",59
2020-05-13,"Abertawe Bro Morgannwg University Health Board","CO_GABed_NonC19",519
2020-05-13,"Abertawe Bro Morgannwg University Health Board","CO_GABed_Spare",277
2020-05-13,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",10
2020-05-13,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",10
2020-05-13,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",29
2020-05-13,"Cardiff and Vale University Health Board","CO_GABed_C19",96
2020-05-13,"Cardiff and Vale University Health Board","CO_GABed_NonC19",900
2020-05-13,"Cardiff and Vale University Health Board","CO_GABed_Spare",1069
2020-05-13,"Cardiff and Vale University Health Board","CO_IVBed_C19",12
2020-05-13,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",18
2020-05-13,"Cardiff and Vale University Health Board","CO_IVBed_Spare",58
2020-05-13,"Cwm Taf University Health Board","CO_GABed_C19",174
2020-05-13,"Cwm Taf University Health Board","CO_GABed_NonC19",638
2020-05-13,"Cwm Taf University Health Board","CO_GABed_Spare",262
2020-05-13,"Cwm Taf University Health Board","CO_IVBed_C19",12
2020-05-13,"Cwm Taf University Health Board","CO_IVBed_NonC19",4
2020-05-13,"Cwm Taf University Health Board","CO_IVBed_Spare",43
2020-05-13,"Aneurin Bevan University Health Board","CO_GABed_C19",141
2020-05-13,"Aneurin Bevan University Health Board","CO_GABed_NonC19",591
2020-05-13,"Aneurin Bevan University Health Board","CO_GABed_Spare",645
2020-05-13,"Aneurin Bevan University Health Board","CO_IVBed_C19",12
2020-05-13,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",5
2020-05-13,"Aneurin Bevan University Health Board","CO_IVBed_Spare",59
2020-05-13,"Powys Teaching Health Board","CO_GABed_C19",18
2020-05-13,"Powys Teaching Health Board","CO_GABed_NonC19",64
2020-05-13,"Powys Teaching Health Board","CO_GABed_Spare",58
2020-05-13,"Powys Teaching Health Board","CO_IVBed_C19",0
2020-05-13,"Powys Teaching Health Board","CO_IVBed_NonC19",0
2020-05-13,"Powys Teaching Health Board","CO_IVBed_Spare",0
2020-05-13,"Velindre University NHS Trust","CO_GABed_C19",2
2020-05-13,"Velindre University NHS Trust","CO_GABed_NonC19",17
2020-05-13,"Velindre University NHS Trust","CO_GABed_Spare",11
2020-05-13,"Velindre University NHS Trust","CO_IVBed_C19",0
2020-05-13,"Velindre University NHS Trust","CO_IVBed_NonC19",0
2020-05-13,"Velindre University NHS Trust","CO_IVBed_Spare",0
2020-05-13,"Wales","CO_GABed_C19",813
2020-05-13,"Wales","CO_GABed_NonC19",4094
2020-05-13,"Wales","CO_GABed_Spare",3232
2020-05-13,"Wales","CO_IVBed_C19",66
2020-05-13,"Wales","CO_IVBed_NonC19",53
2020-05-13,"Wales","CO_IVBed_Spare",244
2020-05-14,"Betsi Cadwaladr University Health Board","CO_GABed_C19",295
2020-05-14,"Betsi Cadwaladr University Health Board","CO_GABed_NonC19",913
2020-05-14,"Betsi Cadwaladr University Health Board","CO_GABed_Spare",561
2020-05-14,"Betsi Cadwaladr University Health Board","CO_IVBed_C19",13
2020-05-14,"Betsi Cadwaladr University Health Board","CO_IVBed_NonC19",9
2020-05-14,"Betsi Cadwaladr University Health Board","CO_IVBed_Spare",44
2020-05-14,"Hywel Dda University Health Board","CO_GABed_C19",56
2020-05-14,"Hywel Dda University Health Board","CO_GABed_NonC19",514
2020-05-14,"Hywel Dda University Health Board","CO_GABed_Spare",343
2020-05-14,"Hywel Dda University Health Board","CO_IVBed_C19",5
2020-05-14,"Hywel Dda University Health Board","CO_IVBed_NonC19",8
2020-05-14,"Hywel Dda University Health Board","CO_IVBed_Spare",13
2020-05-14,"Abertawe Bro Morgannwg University Health Board","CO_GABed_C19",55
2020-05-14,"Abertawe Bro Morgannwg University Health Board","CO_GABed_NonC19",550
2020-05-14,"Abertawe Bro Morgannwg University Health Board","CO_GABed_Spare",270
2020-05-14,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",12
2020-05-14,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",10
2020-05-14,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",27
2020-05-14,"Cardiff and Vale University Health Board","CO_GABed_C19",103
2020-05-14,"Cardiff and Vale University Health Board","CO_GABed_NonC19",893
2020-05-14,"Cardiff and Vale University Health Board","CO_GABed_Spare",1069
2020-05-14,"Cardiff and Vale University Health Board","CO_IVBed_C19",10
2020-05-14,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",20
2020-05-14,"Cardiff and Vale University Health Board","CO_IVBed_Spare",58
2020-05-14,"Cwm Taf University Health Board","CO_GABed_C19",172
2020-05-14,"Cwm Taf University Health Board","CO_GABed_NonC19",645
2020-05-14,"Cwm Taf University Health Board","CO_GABed_Spare",257
2020-05-14,"Cwm Taf University Health Board","CO_IVBed_C19",12
2020-05-14,"Cwm Taf University Health Board","CO_IVBed_NonC19",5
2020-05-14,"Cwm Taf University Health Board","CO_IVBed_Spare",42
2020-05-14,"Aneurin Bevan University Health Board","CO_GABed_C19",126
2020-05-14,"Aneurin Bevan University Health Board","CO_GABed_NonC19",600
2020-05-14,"Aneurin Bevan University Health Board","CO_GABed_Spare",651
2020-05-14,"Aneurin Bevan University Health Board","CO_IVBed_C19",17
2020-05-14,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",3
2020-05-14,"Aneurin Bevan University Health Board","CO_IVBed_Spare",56
2020-05-14,"Powys Teaching Health Board","CO_GABed_C19",18
2020-05-14,"Powys Teaching Health Board","CO_GABed_NonC19",62
2020-05-14,"Powys Teaching Health Board","CO_GABed_Spare",60
2020-05-14,"Powys Teaching Health Board","CO_IVBed_C19",0
2020-05-14,"Powys Teaching Health Board","CO_IVBed_NonC19",0
2020-05-14,"Powys Teaching Health Board","CO_IVBed_Spare",0
2020-05-14,"Velindre University NHS Trust","CO_GABed_C19",1
2020-05-14,"Velindre University NHS Trust","CO_GABed_NonC19",12
2020-05-14,"Velindre University NHS Trust","CO_GABed_Spare",17
2020-05-14,"Velindre University NHS Trust","CO_IVBed_C19",0
2020-05-14,"Velindre University NHS Trust","CO_IVBed_NonC19",0
2020-05-14,"Velindre University NHS Trust","CO_IVBed_Spare",0
2020-05-14,"Wales","CO_GABed_C19",826
2020-05-14,"Wales","CO_GABed_NonC19",4189
2020-05-14,"Wales","CO_GABed_Spare",3228
2020-05-14,"Wales","CO_IVBed_C19",69
2020-05-14,"Wales","CO_IVBed_NonC19",55
2020-05-14,"Wales","CO_IVBed_Spare",240
2020-05-15,"Betsi Cadwaladr University Health Board","CO_GABed_C19",310
2020-05-15,"Betsi Cadwaladr University Health Board","CO_GABed_NonC19",893
2020-05-15,"Betsi Cadwaladr University Health Board","CO_GABed_Spare",568
2020-05-15,"Betsi Cadwaladr University Health Board","CO_IVBed_C19",14
2020-05-15,"Betsi Cadwaladr University Health Board","CO_IVBed_NonC19",9
2020-05-15,"Betsi Cadwaladr University Health Board","CO_IVBed_Spare",43
2020-05-15,"Hywel Dda University Health Board","CO_GABed_C19",51
2020-05-15,"Hywel Dda University Health Board","CO_GABed_NonC19",542
2020-05-15,"Hywel Dda University Health Board","CO_GABed_Spare",318
2020-05-15,"Hywel Dda University Health Board","CO_IVBed_C19",1
2020-05-15,"Hywel Dda University Health Board","CO_IVBed_NonC19",11
2020-05-15,"Hywel Dda University Health Board","CO_IVBed_Spare",13
2020-05-15,"Abertawe Bro Morgannwg University Health Board","CO_GABed_C19",46
2020-05-15,"Abertawe Bro Morgannwg University Health Board","CO_GABed_NonC19",522
2020-05-15,"Abertawe Bro Morgannwg University Health Board","CO_GABed_Spare",276
2020-05-15,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",10
2020-05-15,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",11
2020-05-15,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",28
2020-05-15,"Cardiff and Vale University Health Board","CO_GABed_C19",86
2020-05-15,"Cardiff and Vale University Health Board","CO_GABed_NonC19",928
2020-05-15,"Cardiff and Vale University Health Board","CO_GABed_Spare",1051
2020-05-15,"Cardiff and Vale University Health Board","CO_IVBed_C19",8
2020-05-15,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",22
2020-05-15,"Cardiff and Vale University Health Board","CO_IVBed_Spare",58
2020-05-15,"Cwm Taf University Health Board","CO_GABed_C19",148
2020-05-15,"Cwm Taf University Health Board","CO_GABed_NonC19",644
2020-05-15,"Cwm Taf University Health Board","CO_GABed_Spare",282
2020-05-15,"Cwm Taf University Health Board","CO_IVBed_C19",11
2020-05-15,"Cwm Taf University Health Board","CO_IVBed_NonC19",4
2020-05-15,"Cwm Taf University Health Board","CO_IVBed_Spare",44
2020-05-15,"Aneurin Bevan University Health Board","CO_GABed_C19",124
2020-05-15,"Aneurin Bevan University Health Board","CO_GABed_NonC19",573
2020-05-15,"Aneurin Bevan University Health Board","CO_GABed_Spare",680
2020-05-15,"Aneurin Bevan University Health Board","CO_IVBed_C19",12
2020-05-15,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",6
2020-05-15,"Aneurin Bevan University Health Board","CO_IVBed_Spare",58
2020-05-15,"Powys Teaching Health Board","CO_GABed_C19",17
2020-05-15,"Powys Teaching Health Board","CO_GABed_NonC19",65
2020-05-15,"Powys Teaching Health Board","CO_GABed_Spare",59
2020-05-15,"Powys Teaching Health Board","CO_IVBed_C19",0
2020-05-15,"Powys Teaching Health Board","CO_IVBed_NonC19",0
2020-05-15,"Powys Teaching Health Board","CO_IVBed_Spare",0
2020-05-15,"Velindre University NHS Trust","CO_GABed_C19",3
2020-05-15,"Velindre University NHS Trust","CO_GABed_NonC19",13
2020-05-15,"Velindre University NHS Trust","CO_GABed_Spare",14
2020-05-15,"Velindre University NHS Trust","CO_IVBed_C19",0
2020-05-15,"Velindre University NHS Trust","CO_IVBed_NonC19",0
2020-05-15,"Velindre University NHS Trust","CO_IVBed_Spare",0
2020-05-15,"Wales","CO_GABed_C19",785
2020-05-15,"Wales","CO_GABed_NonC19",4180
2020-05-15,"Wales","CO_GABed_Spare",3248
2020-05-15,"Wales","CO_IVBed_C19",56
2020-05-15,"Wales","CO_IVBed_NonC19",63
2020-05-15,"Wales","CO_IVBed_Spare",244
2020-05-16,"Betsi Cadwaladr University Health Board","CO_GABed_C19",311
2020-05-16,"Betsi Cadwaladr University Health Board","CO_GABed_NonC19",929
2020-05-16,"Betsi Cadwaladr University Health Board","CO_GABed_Spare",529
2020-05-16,"Betsi Cadwaladr University Health Board","CO_IVBed_C19",24
2020-05-16,"Betsi Cadwaladr University Health Board","CO_IVBed_NonC19",15
2020-05-16,"Betsi Cadwaladr University Health Board","CO_IVBed_Spare",27
2020-05-16,"Hywel Dda University Health Board","CO_GABed_C19",41
2020-05-16,"Hywel Dda University Health Board","CO_GABed_NonC19",539
2020-05-16,"Hywel Dda University Health Board","CO_GABed_Spare",312
2020-05-16,"Hywel Dda University Health Board","CO_IVBed_C19",0
2020-05-16,"Hywel Dda University Health Board","CO_IVBed_NonC19",10
2020-05-16,"Hywel Dda University Health Board","CO_IVBed_Spare",15
2020-05-16,"Abertawe Bro Morgannwg University Health Board","CO_GABed_C19",51
2020-05-16,"Abertawe Bro Morgannwg University Health Board","CO_GABed_NonC19",503
2020-05-16,"Abertawe Bro Morgannwg University Health Board","CO_GABed_Spare",292
2020-05-16,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",9
2020-05-16,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",11
2020-05-16,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",29
2020-05-16,"Cardiff and Vale University Health Board","CO_GABed_C19",99
2020-05-16,"Cardiff and Vale University Health Board","CO_GABed_NonC19",867
2020-05-16,"Cardiff and Vale University Health Board","CO_GABed_Spare",1099
2020-05-16,"Cardiff and Vale University Health Board","CO_IVBed_C19",8
2020-05-16,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",25
2020-05-16,"Cardiff and Vale University Health Board","CO_IVBed_Spare",55
2020-05-16,"Cwm Taf University Health Board","CO_GABed_C19",157
2020-05-16,"Cwm Taf University Health Board","CO_GABed_NonC19",666
2020-05-16,"Cwm Taf University Health Board","CO_GABed_Spare",237
2020-05-16,"Cwm Taf University Health Board","CO_IVBed_C19",10
2020-05-16,"Cwm Taf University Health Board","CO_IVBed_NonC19",9
2020-05-16,"Cwm Taf University Health Board","CO_IVBed_Spare",40
2020-05-16,"Aneurin Bevan University Health Board","CO_GABed_C19",132
2020-05-16,"Aneurin Bevan University Health Board","CO_GABed_NonC19",586
2020-05-16,"Aneurin Bevan University Health Board","CO_GABed_Spare",659
2020-05-16,"Aneurin Bevan University Health Board","CO_IVBed_C19",11
2020-05-16,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",7
2020-05-16,"Aneurin Bevan University Health Board","CO_IVBed_Spare",58
2020-05-16,"Powys Teaching Health Board","CO_GABed_C19",14
2020-05-16,"Powys Teaching Health Board","CO_GABed_NonC19",69
2020-05-16,"Powys Teaching Health Board","CO_GABed_Spare",58
2020-05-16,"Powys Teaching Health Board","CO_IVBed_C19",0
2020-05-16,"Powys Teaching Health Board","CO_IVBed_NonC19",0
2020-05-16,"Powys Teaching Health Board","CO_IVBed_Spare",0
2020-05-16,"Velindre University NHS Trust","CO_GABed_C19",1
2020-05-16,"Velindre University NHS Trust","CO_GABed_NonC19",15
2020-05-16,"Velindre University NHS Trust","CO_GABed_Spare",14
2020-05-16,"Velindre University NHS Trust","CO_IVBed_C19",0
2020-05-16,"Velindre University NHS Trust","CO_IVBed_NonC19",0
2020-05-16,"Velindre University NHS Trust","CO_IVBed_Spare",0
2020-05-16,"Wales","CO_GABed_C19",806
2020-05-16,"Wales","CO_GABed_NonC19",4174
2020-05-16,"Wales","CO_GABed_Spare",3200
2020-05-16,"Wales","CO_IVBed_C19",62
2020-05-16,"Wales","CO_IVBed_NonC19",77
2020-05-16,"Wales","CO_IVBed_Spare",224
2020-05-17,"Betsi Cadwaladr University Health Board","CO_GABed_C19",322
2020-05-17,"Betsi Cadwaladr University Health Board","CO_GABed_NonC19",931
2020-05-17,"Betsi Cadwaladr University Health Board","CO_GABed_Spare",512
2020-05-17,"Betsi Cadwaladr University Health Board","CO_IVBed_C19",16
2020-05-17,"Betsi Cadwaladr University Health Board","CO_IVBed_NonC19",16
2020-05-17,"Betsi Cadwaladr University Health Board","CO_IVBed_Spare",34
2020-05-17,"Hywel Dda University Health Board","CO_GABed_C19",46
2020-05-17,"Hywel Dda University Health Board","CO_GABed_NonC19",523
2020-05-17,"Hywel Dda University Health Board","CO_GABed_Spare",323
2020-05-17,"Hywel Dda University Health Board","CO_IVBed_C19",0
2020-05-17,"Hywel Dda University Health Board","CO_IVBed_NonC19",10
2020-05-17,"Hywel Dda University Health Board","CO_IVBed_Spare",15
2020-05-17,"Abertawe Bro Morgannwg University Health Board","CO_GABed_C19",52
2020-05-17,"Abertawe Bro Morgannwg University Health Board","CO_GABed_NonC19",503
2020-05-17,"Abertawe Bro Morgannwg University Health Board","CO_GABed_Spare",314
2020-05-17,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",10
2020-05-17,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",13
2020-05-17,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",26
2020-05-17,"Cardiff and Vale University Health Board","CO_GABed_C19",80
2020-05-17,"Cardiff and Vale University Health Board","CO_GABed_NonC19",899
2020-05-17,"Cardiff and Vale University Health Board","CO_GABed_Spare",1086
2020-05-17,"Cardiff and Vale University Health Board","CO_IVBed_C19",8
2020-05-17,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",27
2020-05-17,"Cardiff and Vale University Health Board","CO_IVBed_Spare",53
2020-05-17,"Cwm Taf University Health Board","CO_GABed_C19",149
2020-05-17,"Cwm Taf University Health Board","CO_GABed_NonC19",685
2020-05-17,"Cwm Taf University Health Board","CO_GABed_Spare",226
2020-05-17,"Cwm Taf University Health Board","CO_IVBed_C19",11
2020-05-17,"Cwm Taf University Health Board","CO_IVBed_NonC19",11
2020-05-17,"Cwm Taf University Health Board","CO_IVBed_Spare",37
2020-05-17,"Aneurin Bevan University Health Board","CO_GABed_C19",123
2020-05-17,"Aneurin Bevan University Health Board","CO_GABed_NonC19",616
2020-05-17,"Aneurin Bevan University Health Board","CO_GABed_Spare",638
2020-05-17,"Aneurin Bevan University Health Board","CO_IVBed_C19",15
2020-05-17,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",3
2020-05-17,"Aneurin Bevan University Health Board","CO_IVBed_Spare",58
2020-05-17,"Powys Teaching Health Board","CO_GABed_C19",15
2020-05-17,"Powys Teaching Health Board","CO_GABed_NonC19",70
2020-05-17,"Powys Teaching Health Board","CO_GABed_Spare",56
2020-05-17,"Powys Teaching Health Board","CO_IVBed_C19",0
2020-05-17,"Powys Teaching Health Board","CO_IVBed_NonC19",0
2020-05-17,"Powys Teaching Health Board","CO_IVBed_Spare",0
2020-05-17,"Velindre University NHS Trust","CO_GABed_C19",1
2020-05-17,"Velindre University NHS Trust","CO_GABed_NonC19",13
2020-05-17,"Velindre University NHS Trust","CO_GABed_Spare",16
2020-05-17,"Velindre University NHS Trust","CO_IVBed_C19",0
2020-05-17,"Velindre University NHS Trust","CO_IVBed_NonC19",0
2020-05-17,"Velindre University NHS Trust","CO_IVBed_Spare",0
2020-05-17,"Wales","CO_GABed_C19",788
2020-05-17,"Wales","CO_GABed_NonC19",4240
2020-05-17,"Wales","CO_GABed_Spare",3171
2020-05-17,"Wales","CO_IVBed_C19",60
2020-05-17,"Wales","CO_IVBed_NonC19",80
2020-05-17,"Wales","CO_IVBed_Spare",223
2020-05-18,"Betsi Cadwaladr University Health Board","CO_GABed_C19",304
2020-05-18,"Betsi Cadwaladr University Health Board","CO_GABed_NonC19",967
2020-05-18,"Betsi Cadwaladr University Health Board","CO_GABed_Spare",542
2020-05-18,"Betsi Cadwaladr University Health Board","CO_IVBed_C19",18
2020-05-18,"Betsi Cadwaladr University Health Board","CO_IVBed_NonC19",12
2020-05-18,"Betsi Cadwaladr University Health Board","CO_IVBed_Spare",36
2020-05-18,"Hywel Dda University Health Board","CO_GABed_C19",46
2020-05-18,"Hywel Dda University Health Board","CO_GABed_NonC19",533
2020-05-18,"Hywel Dda University Health Board","CO_GABed_Spare",328
2020-05-18,"Hywel Dda University Health Board","CO_IVBed_C19",0
2020-05-18,"Hywel Dda University Health Board","CO_IVBed_NonC19",12
2020-05-18,"Hywel Dda University Health Board","CO_IVBed_Spare",13
2020-05-18,"Abertawe Bro Morgannwg University Health Board","CO_GABed_C19",55
2020-05-18,"Abertawe Bro Morgannwg University Health Board","CO_GABed_NonC19",507
2020-05-18,"Abertawe Bro Morgannwg University Health Board","CO_GABed_Spare",305
2020-05-18,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",7
2020-05-18,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",18
2020-05-18,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",21
2020-05-18,"Cardiff and Vale University Health Board","CO_GABed_C19",77
2020-05-18,"Cardiff and Vale University Health Board","CO_GABed_NonC19",950
2020-05-18,"Cardiff and Vale University Health Board","CO_GABed_Spare",1038
2020-05-18,"Cardiff and Vale University Health Board","CO_IVBed_C19",9
2020-05-18,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",29
2020-05-18,"Cardiff and Vale University Health Board","CO_IVBed_Spare",50
2020-05-18,"Cwm Taf University Health Board","CO_GABed_C19",141
2020-05-18,"Cwm Taf University Health Board","CO_GABed_NonC19",699
2020-05-18,"Cwm Taf University Health Board","CO_GABed_Spare",220
2020-05-18,"Cwm Taf University Health Board","CO_IVBed_C19",12
2020-05-18,"Cwm Taf University Health Board","CO_IVBed_NonC19",7
2020-05-18,"Cwm Taf University Health Board","CO_IVBed_Spare",40
2020-05-18,"Aneurin Bevan University Health Board","CO_GABed_C19",123
2020-05-18,"Aneurin Bevan University Health Board","CO_GABed_NonC19",661
2020-05-18,"Aneurin Bevan University Health Board","CO_GABed_Spare",593
2020-05-18,"Aneurin Bevan University Health Board","CO_IVBed_C19",13
2020-05-18,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",8
2020-05-18,"Aneurin Bevan University Health Board","CO_IVBed_Spare",55
2020-05-18,"Powys Teaching Health Board","CO_GABed_C19",12
2020-05-18,"Powys Teaching Health Board","CO_GABed_NonC19",73
2020-05-18,"Powys Teaching Health Board","CO_GABed_Spare",57
2020-05-18,"Powys Teaching Health Board","CO_IVBed_C19",0
2020-05-18,"Powys Teaching Health Board","CO_IVBed_NonC19",0
2020-05-18,"Powys Teaching Health Board","CO_IVBed_Spare",0
2020-05-18,"Velindre University NHS Trust","CO_GABed_C19",3
2020-05-18,"Velindre University NHS Trust","CO_GABed_NonC19",12
2020-05-18,"Velindre University NHS Trust","CO_GABed_Spare",15
2020-05-18,"Velindre University NHS Trust","CO_IVBed_C19",0
2020-05-18,"Velindre University NHS Trust","CO_IVBed_NonC19",0
2020-05-18,"Velindre University NHS Trust","CO_IVBed_Spare",0
2020-05-18,"Wales","CO_GABed_C19",761
2020-05-18,"Wales","CO_GABed_NonC19",4402
2020-05-18,"Wales","CO_GABed_Spare",3098
2020-05-18,"Wales","CO_IVBed_C19",59
2020-05-18,"Wales","CO_IVBed_NonC19",86
2020-05-18,"Wales","CO_IVBed_Spare",215
2020-05-19,"Betsi Cadwaladr University Health Board","CO_GABed_C19",328
2020-05-19,"Betsi Cadwaladr University Health Board","CO_GABed_NonC19",970
2020-05-19,"Betsi Cadwaladr University Health Board","CO_GABed_Spare",508
2020-05-19,"Betsi Cadwaladr University Health Board","CO_IVBed_C19",17
2020-05-19,"Betsi Cadwaladr University Health Board","CO_IVBed_NonC19",11
2020-05-19,"Betsi Cadwaladr University Health Board","CO_IVBed_Spare",34
2020-05-19,"Hywel Dda University Health Board","CO_GABed_C19",46
2020-05-19,"Hywel Dda University Health Board","CO_GABed_NonC19",526
2020-05-19,"Hywel Dda University Health Board","CO_GABed_Spare",324
2020-05-19,"Hywel Dda University Health Board","CO_IVBed_C19",3
2020-05-19,"Hywel Dda University Health Board","CO_IVBed_NonC19",8
2020-05-19,"Hywel Dda University Health Board","CO_IVBed_Spare",14
2020-05-19,"Abertawe Bro Morgannwg University Health Board","CO_GABed_C19",46
2020-05-19,"Abertawe Bro Morgannwg University Health Board","CO_GABed_NonC19",518
2020-05-19,"Abertawe Bro Morgannwg University Health Board","CO_GABed_Spare",305
2020-05-19,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_C19",8
2020-05-19,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_NonC19",16
2020-05-19,"Abertawe Bro Morgannwg University Health Board","CO_IVBed_Spare",22
2020-05-19,"Cardiff and Vale University Health Board","CO_GABed_C19",96
2020-05-19,"Cardiff and Vale University Health Board","CO_GABed_NonC19",928
2020-05-19,"Cardiff and Vale University Health Board","CO_GABed_Spare",1041
2020-05-19,"Cardiff and Vale University Health Board","CO_IVBed_C19",11
2020-05-19,"Cardiff and Vale University Health Board","CO_IVBed_NonC19",29
2020-05-19,"Cardiff and Vale University Health Board","CO_IVBed_Spare",48
2020-05-19,"Cwm Taf University Health Board","CO_GABed_C19",181
2020-05-19,"Cwm Taf University Health Board","CO_GABed_NonC19",671
2020-05-19,"Cwm Taf University Health Board","CO_GABed_Spare",232
2020-05-19,"Cwm Taf University Health Board","CO_IVBed_C19",12
2020-05-19,"Cwm Taf University Health Board","CO_IVBed_NonC19",9
2020-05-19,"Cwm Taf University Health Board","CO_IVBed_Spare",30
2020-05-19,"Aneurin Bevan University Health Board","CO_GABed_C19",111
2020-05-19,"Aneurin Bevan University Health Board","CO_GABed_NonC19",651
2020-05-19,"Aneurin Bevan University Health Board","CO_GABed_Spare",615
2020-05-19,"Aneurin Bevan University Health Board","CO_IVBed_C19",13
2020-05-19,"Aneurin Bevan University Health Board","CO_IVBed_NonC19",8
