"date","health_board","admission_type","count","covid_status"
2020-05-15,"Cwm Taf University Health Board","NonC19",648,NA
2020-05-15,"Aneurin Bevan University Health Board","All",715,NA
2020-05-15,"Aneurin Bevan University Health Board","C19",136,"All"
2020-05-15,"Aneurin Bevan University Health Board","C19_Con",110,"Confirmed"
2020-05-15,"Aneurin Bevan University Health Board","C19_Sus",26,"Suspected"
2020-05-15,"Aneurin Bevan University Health Board","NonC19",579,NA
2020-05-15,"Powys Teaching Health Board","All",82,NA
2020-05-15,"Powys Teaching Health Board","C19",17,"All"
2020-05-15,"Powys Teaching Health Board","C19_Con",12,"Confirmed"
2020-05-15,"Powys Teaching Health Board","C19_Sus",5,"Suspected"
2020-05-15,"Powys Teaching Health Board","NonC19",65,NA
2020-05-15,"Velindre University NHS Trust","All",16,NA
2020-05-15,"Velindre University NHS Trust","C19",3,"All"
2020-05-15,"Velindre University NHS Trust","C19_Con",1,"Confirmed"
2020-05-15,"Velindre University NHS Trust","C19_Sus",2,"Suspected"
2020-05-15,"Velindre University NHS Trust","NonC19",13,NA
2020-05-15,"Wales","All",5084,NA
2020-05-15,"Wales","C19",841,"All"
2020-05-15,"Wales","C19_Con",530,"Confirmed"
2020-05-15,"Wales","C19_Sus",311,"Suspected"
2020-05-15,"Wales","NonC19",4243,NA
2020-05-16,"Betsi Cadwaladr University Health Board","All",1279,NA
2020-05-16,"Betsi Cadwaladr University Health Board","C19",335,"All"
2020-05-16,"Betsi Cadwaladr University Health Board","C19_Con",221,"Confirmed"
2020-05-16,"Betsi Cadwaladr University Health Board","C19_Sus",114,"Suspected"
2020-05-16,"Betsi Cadwaladr University Health Board","NonC19",944,NA
2020-05-16,"Hywel Dda University Health Board","All",590,NA
2020-05-16,"Hywel Dda University Health Board","C19",41,"All"
2020-05-16,"Hywel Dda University Health Board","C19_Con",23,"Confirmed"
2020-05-16,"Hywel Dda University Health Board","C19_Sus",18,"Suspected"
2020-05-16,"Hywel Dda University Health Board","NonC19",549,NA
2020-05-16,"Abertawe Bro Morgannwg University Health Board","All",574,NA
2020-05-16,"Abertawe Bro Morgannwg University Health Board","C19",60,"All"
2020-05-16,"Abertawe Bro Morgannwg University Health Board","C19_Con",30,"Confirmed"
2020-05-16,"Abertawe Bro Morgannwg University Health Board","C19_Sus",30,"Suspected"
2020-05-16,"Abertawe Bro Morgannwg University Health Board","NonC19",514,NA
2020-05-16,"Cardiff and Vale University Health Board","All",999,NA
2020-05-16,"Cardiff and Vale University Health Board","C19",107,"All"
2020-05-16,"Cardiff and Vale University Health Board","C19_Con",53,"Confirmed"
2020-05-16,"Cardiff and Vale University Health Board","C19_Sus",54,"Suspected"
2020-05-16,"Cardiff and Vale University Health Board","NonC19",892,NA
2020-05-16,"Cwm Taf University Health Board","All",842,NA
2020-05-16,"Cwm Taf University Health Board","C19",167,"All"
2020-05-16,"Cwm Taf University Health Board","C19_Con",117,"Confirmed"
2020-05-16,"Cwm Taf University Health Board","C19_Sus",50,"Suspected"
2020-05-16,"Cwm Taf University Health Board","NonC19",675,NA
2020-05-16,"Aneurin Bevan University Health Board","All",736,NA
2020-05-16,"Aneurin Bevan University Health Board","C19",143,"All"
2020-05-16,"Aneurin Bevan University Health Board","C19_Con",107,"Confirmed"
2020-05-16,"Aneurin Bevan University Health Board","C19_Sus",36,"Suspected"
2020-05-16,"Aneurin Bevan University Health Board","NonC19",593,NA
2020-05-16,"Powys Teaching Health Board","All",83,NA
2020-05-16,"Powys Teaching Health Board","C19",14,"All"
2020-05-16,"Powys Teaching Health Board","C19_Con",12,"Confirmed"
2020-05-16,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-05-16,"Powys Teaching Health Board","NonC19",69,NA
2020-05-16,"Velindre University NHS Trust","All",16,NA
2020-05-16,"Velindre University NHS Trust","C19",1,"All"
2020-05-16,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-05-16,"Velindre University NHS Trust","C19_Sus",1,"Suspected"
2020-05-16,"Velindre University NHS Trust","NonC19",15,NA
2020-05-16,"Wales","All",5119,NA
2020-05-16,"Wales","C19",868,"All"
2020-05-16,"Wales","C19_Con",563,"Confirmed"
2020-05-16,"Wales","C19_Sus",305,"Suspected"
2020-05-16,"Wales","NonC19",4251,NA
2020-05-17,"Betsi Cadwaladr University Health Board","All",1285,NA
2020-05-17,"Betsi Cadwaladr University Health Board","C19",338,"All"
2020-05-17,"Betsi Cadwaladr University Health Board","C19_Con",219,"Confirmed"
2020-05-17,"Betsi Cadwaladr University Health Board","C19_Sus",119,"Suspected"
2020-05-17,"Betsi Cadwaladr University Health Board","NonC19",947,NA
2020-05-17,"Hywel Dda University Health Board","All",579,NA
2020-05-17,"Hywel Dda University Health Board","C19",46,"All"
2020-05-17,"Hywel Dda University Health Board","C19_Con",20,"Confirmed"
2020-05-17,"Hywel Dda University Health Board","C19_Sus",26,"Suspected"
2020-05-17,"Hywel Dda University Health Board","NonC19",533,NA
2020-05-17,"Abertawe Bro Morgannwg University Health Board","All",578,NA
2020-05-17,"Abertawe Bro Morgannwg University Health Board","C19",62,"All"
2020-05-17,"Abertawe Bro Morgannwg University Health Board","C19_Con",31,"Confirmed"
2020-05-17,"Abertawe Bro Morgannwg University Health Board","C19_Sus",31,"Suspected"
2020-05-17,"Abertawe Bro Morgannwg University Health Board","NonC19",516,NA
2020-05-17,"Cardiff and Vale University Health Board","All",1014,NA
2020-05-17,"Cardiff and Vale University Health Board","C19",88,"All"
2020-05-17,"Cardiff and Vale University Health Board","C19_Con",55,"Confirmed"
2020-05-17,"Cardiff and Vale University Health Board","C19_Sus",33,"Suspected"
2020-05-17,"Cardiff and Vale University Health Board","NonC19",926,NA
2020-05-17,"Cwm Taf University Health Board","All",856,NA
2020-05-17,"Cwm Taf University Health Board","C19",160,"All"
2020-05-17,"Cwm Taf University Health Board","C19_Con",110,"Confirmed"
2020-05-17,"Cwm Taf University Health Board","C19_Sus",50,"Suspected"
2020-05-17,"Cwm Taf University Health Board","NonC19",696,NA
2020-05-17,"Aneurin Bevan University Health Board","All",757,NA
2020-05-17,"Aneurin Bevan University Health Board","C19",138,"All"
2020-05-17,"Aneurin Bevan University Health Board","C19_Con",109,"Confirmed"
2020-05-17,"Aneurin Bevan University Health Board","C19_Sus",29,"Suspected"
2020-05-17,"Aneurin Bevan University Health Board","NonC19",619,NA
2020-05-17,"Powys Teaching Health Board","All",85,NA
2020-05-17,"Powys Teaching Health Board","C19",15,"All"
2020-05-17,"Powys Teaching Health Board","C19_Con",11,"Confirmed"
2020-05-17,"Powys Teaching Health Board","C19_Sus",4,"Suspected"
2020-05-17,"Powys Teaching Health Board","NonC19",70,NA
2020-05-17,"Velindre University NHS Trust","All",14,NA
2020-05-17,"Velindre University NHS Trust","C19",1,"All"
2020-05-17,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-05-17,"Velindre University NHS Trust","C19_Sus",1,"Suspected"
2020-05-17,"Velindre University NHS Trust","NonC19",13,NA
2020-05-17,"Wales","All",5168,NA
2020-05-17,"Wales","C19",848,"All"
2020-05-17,"Wales","C19_Con",555,"Confirmed"
2020-05-17,"Wales","C19_Sus",293,"Suspected"
2020-05-17,"Wales","NonC19",4320,NA
2020-05-18,"Betsi Cadwaladr University Health Board","All",1301,NA
2020-05-18,"Betsi Cadwaladr University Health Board","C19",322,"All"
2020-05-18,"Betsi Cadwaladr University Health Board","C19_Con",210,"Confirmed"
2020-05-18,"Betsi Cadwaladr University Health Board","C19_Sus",112,"Suspected"
2020-05-18,"Betsi Cadwaladr University Health Board","NonC19",979,NA
2020-05-18,"Hywel Dda University Health Board","All",591,NA
2020-05-18,"Hywel Dda University Health Board","C19",46,"All"
2020-05-18,"Hywel Dda University Health Board","C19_Con",20,"Confirmed"
2020-05-18,"Hywel Dda University Health Board","C19_Sus",26,"Suspected"
2020-05-18,"Hywel Dda University Health Board","NonC19",545,NA
2020-05-18,"Abertawe Bro Morgannwg University Health Board","All",587,NA
2020-05-18,"Abertawe Bro Morgannwg University Health Board","C19",62,"All"
2020-05-18,"Abertawe Bro Morgannwg University Health Board","C19_Con",23,"Confirmed"
2020-05-18,"Abertawe Bro Morgannwg University Health Board","C19_Sus",39,"Suspected"
2020-05-18,"Abertawe Bro Morgannwg University Health Board","NonC19",525,NA
2020-05-18,"Cardiff and Vale University Health Board","All",1065,NA
2020-05-18,"Cardiff and Vale University Health Board","C19",86,"All"
2020-05-18,"Cardiff and Vale University Health Board","C19_Con",54,"Confirmed"
2020-05-18,"Cardiff and Vale University Health Board","C19_Sus",32,"Suspected"
2020-05-18,"Cardiff and Vale University Health Board","NonC19",979,NA
2020-05-18,"Cwm Taf University Health Board","All",859,NA
2020-05-18,"Cwm Taf University Health Board","C19",153,"All"
2020-05-18,"Cwm Taf University Health Board","C19_Con",108,"Confirmed"
2020-05-18,"Cwm Taf University Health Board","C19_Sus",45,"Suspected"
2020-05-18,"Cwm Taf University Health Board","NonC19",706,NA
2020-05-18,"Aneurin Bevan University Health Board","All",805,NA
2020-05-18,"Aneurin Bevan University Health Board","C19",136,"All"
2020-05-18,"Aneurin Bevan University Health Board","C19_Con",110,"Confirmed"
2020-05-18,"Aneurin Bevan University Health Board","C19_Sus",26,"Suspected"
2020-05-18,"Aneurin Bevan University Health Board","NonC19",669,NA
2020-05-18,"Powys Teaching Health Board","All",85,NA
2020-05-18,"Powys Teaching Health Board","C19",12,"All"
2020-05-18,"Powys Teaching Health Board","C19_Con",11,"Confirmed"
2020-05-18,"Powys Teaching Health Board","C19_Sus",1,"Suspected"
2020-05-18,"Powys Teaching Health Board","NonC19",73,NA
2020-05-18,"Velindre University NHS Trust","All",15,NA
2020-05-18,"Velindre University NHS Trust","C19",3,"All"
2020-05-18,"Velindre University NHS Trust","C19_Con",1,"Confirmed"
2020-05-18,"Velindre University NHS Trust","C19_Sus",2,"Suspected"
2020-05-18,"Velindre University NHS Trust","NonC19",12,NA
2020-05-18,"Wales","All",5308,NA
2020-05-18,"Wales","C19",820,"All"
2020-05-18,"Wales","C19_Con",537,"Confirmed"
2020-05-18,"Wales","C19_Sus",283,"Suspected"
2020-05-18,"Wales","NonC19",4488,NA
2020-05-19,"Betsi Cadwaladr University Health Board","All",1326,NA
2020-05-19,"Betsi Cadwaladr University Health Board","C19",345,"All"
2020-05-19,"Betsi Cadwaladr University Health Board","C19_Con",204,"Confirmed"
2020-05-19,"Betsi Cadwaladr University Health Board","C19_Sus",141,"Suspected"
2020-05-19,"Betsi Cadwaladr University Health Board","NonC19",981,NA
2020-05-19,"Hywel Dda University Health Board","All",583,NA
2020-05-19,"Hywel Dda University Health Board","C19",49,"All"
2020-05-19,"Hywel Dda University Health Board","C19_Con",17,"Confirmed"
2020-05-19,"Hywel Dda University Health Board","C19_Sus",32,"Suspected"
2020-05-19,"Hywel Dda University Health Board","NonC19",534,NA
2020-05-19,"Abertawe Bro Morgannwg University Health Board","All",588,NA
2020-05-19,"Abertawe Bro Morgannwg University Health Board","C19",54,"All"
2020-05-19,"Abertawe Bro Morgannwg University Health Board","C19_Con",18,"Confirmed"
2020-05-19,"Abertawe Bro Morgannwg University Health Board","C19_Sus",36,"Suspected"
2020-05-19,"Abertawe Bro Morgannwg University Health Board","NonC19",534,NA
2020-05-19,"Cardiff and Vale University Health Board","All",1064,NA
2020-05-19,"Cardiff and Vale University Health Board","C19",107,"All"
2020-05-19,"Cardiff and Vale University Health Board","C19_Con",55,"Confirmed"
2020-05-19,"Cardiff and Vale University Health Board","C19_Sus",52,"Suspected"
2020-05-19,"Cardiff and Vale University Health Board","NonC19",957,NA
2020-05-19,"Cwm Taf University Health Board","All",873,NA
2020-05-19,"Cwm Taf University Health Board","C19",193,"All"
2020-05-19,"Cwm Taf University Health Board","C19_Con",103,"Confirmed"
2020-05-19,"Cwm Taf University Health Board","C19_Sus",90,"Suspected"
2020-05-19,"Cwm Taf University Health Board","NonC19",680,NA
2020-05-19,"Aneurin Bevan University Health Board","All",783,NA
2020-05-19,"Aneurin Bevan University Health Board","C19",124,"All"
2020-05-19,"Aneurin Bevan University Health Board","C19_Con",106,"Confirmed"
2020-05-19,"Aneurin Bevan University Health Board","C19_Sus",18,"Suspected"
2020-05-19,"Aneurin Bevan University Health Board","NonC19",659,NA
2020-05-19,"Powys Teaching Health Board","All",78,NA
2020-05-19,"Powys Teaching Health Board","C19",12,"All"
2020-05-19,"Powys Teaching Health Board","C19_Con",11,"Confirmed"
2020-05-19,"Powys Teaching Health Board","C19_Sus",1,"Suspected"
2020-05-19,"Powys Teaching Health Board","NonC19",66,NA
2020-05-19,"Velindre University NHS Trust","All",15,NA
2020-05-19,"Velindre University NHS Trust","C19",4,"All"
2020-05-19,"Velindre University NHS Trust","C19_Con",1,"Confirmed"
2020-05-19,"Velindre University NHS Trust","C19_Sus",3,"Suspected"
2020-05-19,"Velindre University NHS Trust","NonC19",11,NA
2020-05-19,"Wales","All",5310,NA
2020-05-19,"Wales","C19",888,"All"
2020-05-19,"Wales","C19_Con",515,"Confirmed"
2020-05-19,"Wales","C19_Sus",373,"Suspected"
2020-05-19,"Wales","NonC19",4422,NA
2020-05-20,"Betsi Cadwaladr University Health Board","All",1265,NA
2020-05-20,"Betsi Cadwaladr University Health Board","C19",329,"All"
2020-05-20,"Betsi Cadwaladr University Health Board","C19_Con",201,"Confirmed"
2020-05-20,"Betsi Cadwaladr University Health Board","C19_Sus",128,"Suspected"
2020-05-20,"Betsi Cadwaladr University Health Board","NonC19",936,NA
2020-05-20,"Hywel Dda University Health Board","All",577,NA
2020-05-20,"Hywel Dda University Health Board","C19",37,"All"
2020-05-20,"Hywel Dda University Health Board","C19_Con",19,"Confirmed"
2020-05-20,"Hywel Dda University Health Board","C19_Sus",18,"Suspected"
2020-05-20,"Hywel Dda University Health Board","NonC19",540,NA
2020-05-20,"Abertawe Bro Morgannwg University Health Board","All",595,NA
2020-05-20,"Abertawe Bro Morgannwg University Health Board","C19",31,"All"
2020-05-20,"Abertawe Bro Morgannwg University Health Board","C19_Con",14,"Confirmed"
2020-05-20,"Abertawe Bro Morgannwg University Health Board","C19_Sus",17,"Suspected"
2020-05-20,"Abertawe Bro Morgannwg University Health Board","NonC19",564,NA
2020-05-20,"Cardiff and Vale University Health Board","All",1074,NA
2020-05-20,"Cardiff and Vale University Health Board","C19",115,"All"
2020-05-20,"Cardiff and Vale University Health Board","C19_Con",57,"Confirmed"
2020-05-20,"Cardiff and Vale University Health Board","C19_Sus",58,"Suspected"
2020-05-20,"Cardiff and Vale University Health Board","NonC19",959,NA
2020-05-20,"Cwm Taf University Health Board","All",868,NA
2020-05-20,"Cwm Taf University Health Board","C19",194,"All"
2020-05-20,"Cwm Taf University Health Board","C19_Con",94,"Confirmed"
2020-05-20,"Cwm Taf University Health Board","C19_Sus",100,"Suspected"
2020-05-20,"Cwm Taf University Health Board","NonC19",674,NA
2020-05-20,"Aneurin Bevan University Health Board","All",771,NA
2020-05-20,"Aneurin Bevan University Health Board","C19",128,"All"
2020-05-20,"Aneurin Bevan University Health Board","C19_Con",98,"Confirmed"
2020-05-20,"Aneurin Bevan University Health Board","C19_Sus",30,"Suspected"
2020-05-20,"Aneurin Bevan University Health Board","NonC19",643,NA
2020-05-20,"Powys Teaching Health Board","All",81,NA
2020-05-20,"Powys Teaching Health Board","C19",10,"All"
2020-05-20,"Powys Teaching Health Board","C19_Con",8,"Confirmed"
2020-05-20,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-05-20,"Powys Teaching Health Board","NonC19",71,NA
2020-05-20,"Velindre University NHS Trust","All",17,NA
2020-05-20,"Velindre University NHS Trust","C19",4,"All"
2020-05-20,"Velindre University NHS Trust","C19_Con",2,"Confirmed"
2020-05-20,"Velindre University NHS Trust","C19_Sus",2,"Suspected"
2020-05-20,"Velindre University NHS Trust","NonC19",13,NA
2020-05-20,"Wales","All",5248,NA
2020-05-20,"Wales","C19",848,"All"
2020-05-20,"Wales","C19_Con",493,"Confirmed"
2020-05-20,"Wales","C19_Sus",355,"Suspected"
2020-05-20,"Wales","NonC19",4400,NA
2020-05-21,"Betsi Cadwaladr University Health Board","All",1273,NA
2020-05-21,"Betsi Cadwaladr University Health Board","C19",334,"All"
2020-05-21,"Betsi Cadwaladr University Health Board","C19_Con",191,"Confirmed"
2020-05-21,"Betsi Cadwaladr University Health Board","C19_Sus",143,"Suspected"
2020-05-21,"Betsi Cadwaladr University Health Board","NonC19",939,NA
2020-05-21,"Hywel Dda University Health Board","All",574,NA
2020-05-21,"Hywel Dda University Health Board","C19",39,"All"
2020-05-21,"Hywel Dda University Health Board","C19_Con",19,"Confirmed"
2020-05-21,"Hywel Dda University Health Board","C19_Sus",20,"Suspected"
2020-05-21,"Hywel Dda University Health Board","NonC19",535,NA
2020-05-21,"Abertawe Bro Morgannwg University Health Board","All",610,NA
2020-05-21,"Abertawe Bro Morgannwg University Health Board","C19",57,"All"
2020-05-21,"Abertawe Bro Morgannwg University Health Board","C19_Con",19,"Confirmed"
2020-05-21,"Abertawe Bro Morgannwg University Health Board","C19_Sus",38,"Suspected"
2020-05-21,"Abertawe Bro Morgannwg University Health Board","NonC19",553,NA
2020-05-21,"Cardiff and Vale University Health Board","All",1055,NA
2020-05-21,"Cardiff and Vale University Health Board","C19",130,"All"
2020-05-21,"Cardiff and Vale University Health Board","C19_Con",54,"Confirmed"
2020-05-21,"Cardiff and Vale University Health Board","C19_Sus",76,"Suspected"
2020-05-21,"Cardiff and Vale University Health Board","NonC19",925,NA
2020-05-21,"Cwm Taf University Health Board","All",868,NA
2020-05-21,"Cwm Taf University Health Board","C19",180,"All"
2020-05-21,"Cwm Taf University Health Board","C19_Con",102,"Confirmed"
2020-05-21,"Cwm Taf University Health Board","C19_Sus",78,"Suspected"
2020-05-21,"Cwm Taf University Health Board","NonC19",688,NA
2020-05-21,"Aneurin Bevan University Health Board","All",764,NA
2020-05-21,"Aneurin Bevan University Health Board","C19",133,"All"
2020-05-21,"Aneurin Bevan University Health Board","C19_Con",95,"Confirmed"
2020-05-21,"Aneurin Bevan University Health Board","C19_Sus",38,"Suspected"
2020-05-21,"Aneurin Bevan University Health Board","NonC19",631,NA
2020-05-21,"Powys Teaching Health Board","All",82,NA
2020-05-21,"Powys Teaching Health Board","C19",8,"All"
2020-05-21,"Powys Teaching Health Board","C19_Con",7,"Confirmed"
2020-05-21,"Powys Teaching Health Board","C19_Sus",1,"Suspected"
2020-05-21,"Powys Teaching Health Board","NonC19",74,NA
2020-05-21,"Velindre University NHS Trust","All",18,NA
2020-05-21,"Velindre University NHS Trust","C19",3,"All"
2020-05-21,"Velindre University NHS Trust","C19_Con",2,"Confirmed"
2020-05-21,"Velindre University NHS Trust","C19_Sus",1,"Suspected"
2020-05-21,"Velindre University NHS Trust","NonC19",15,NA
2020-05-21,"Wales","All",5244,NA
2020-05-21,"Wales","C19",884,"All"
2020-05-21,"Wales","C19_Con",489,"Confirmed"
2020-05-21,"Wales","C19_Sus",395,"Suspected"
2020-05-21,"Wales","NonC19",4360,NA
2020-05-22,"Betsi Cadwaladr University Health Board","All",1283,NA
2020-05-22,"Betsi Cadwaladr University Health Board","C19",335,"All"
2020-05-22,"Betsi Cadwaladr University Health Board","C19_Con",196,"Confirmed"
2020-05-22,"Betsi Cadwaladr University Health Board","C19_Sus",139,"Suspected"
2020-05-22,"Betsi Cadwaladr University Health Board","NonC19",948,NA
2020-05-22,"Hywel Dda University Health Board","All",538,NA
2020-05-22,"Hywel Dda University Health Board","C19",41,"All"
2020-05-22,"Hywel Dda University Health Board","C19_Con",18,"Confirmed"
2020-05-22,"Hywel Dda University Health Board","C19_Sus",23,"Suspected"
2020-05-22,"Hywel Dda University Health Board","NonC19",497,NA
2020-05-22,"Abertawe Bro Morgannwg University Health Board","All",573,NA
2020-05-22,"Abertawe Bro Morgannwg University Health Board","C19",62,"All"
2020-05-22,"Abertawe Bro Morgannwg University Health Board","C19_Con",18,"Confirmed"
2020-05-22,"Abertawe Bro Morgannwg University Health Board","C19_Sus",44,"Suspected"
2020-05-22,"Abertawe Bro Morgannwg University Health Board","NonC19",511,NA
2020-05-22,"Cardiff and Vale University Health Board","All",1053,NA
2020-05-22,"Cardiff and Vale University Health Board","C19",251,"All"
2020-05-22,"Cardiff and Vale University Health Board","C19_Con",191,"Confirmed"
2020-05-22,"Cardiff and Vale University Health Board","C19_Sus",60,"Suspected"
2020-05-22,"Cardiff and Vale University Health Board","NonC19",802,NA
2020-05-22,"Cwm Taf University Health Board","All",860,NA
2020-05-22,"Cwm Taf University Health Board","C19",185,"All"
2020-05-22,"Cwm Taf University Health Board","C19_Con",108,"Confirmed"
2020-05-22,"Cwm Taf University Health Board","C19_Sus",77,"Suspected"
2020-05-22,"Cwm Taf University Health Board","NonC19",675,NA
2020-05-22,"Aneurin Bevan University Health Board","All",765,NA
2020-05-22,"Aneurin Bevan University Health Board","C19",128,"All"
2020-05-22,"Aneurin Bevan University Health Board","C19_Con",94,"Confirmed"
2020-05-22,"Aneurin Bevan University Health Board","C19_Sus",34,"Suspected"
2020-05-22,"Aneurin Bevan University Health Board","NonC19",637,NA
2020-05-22,"Powys Teaching Health Board","All",78,NA
2020-05-22,"Powys Teaching Health Board","C19",7,"All"
2020-05-22,"Powys Teaching Health Board","C19_Con",4,"Confirmed"
2020-05-22,"Powys Teaching Health Board","C19_Sus",3,"Suspected"
2020-05-22,"Powys Teaching Health Board","NonC19",71,NA
2020-05-22,"Velindre University NHS Trust","All",18,NA
2020-05-22,"Velindre University NHS Trust","C19",6,"All"
2020-05-22,"Velindre University NHS Trust","C19_Con",1,"Confirmed"
2020-05-22,"Velindre University NHS Trust","C19_Sus",5,"Suspected"
2020-05-22,"Velindre University NHS Trust","NonC19",12,NA
2020-05-22,"Wales","All",5168,NA
2020-05-22,"Wales","C19",1015,"All"
2020-05-22,"Wales","C19_Con",630,"Confirmed"
2020-05-22,"Wales","C19_Sus",385,"Suspected"
2020-05-22,"Wales","NonC19",4153,NA
2020-05-23,"Betsi Cadwaladr University Health Board","All",1318,NA
2020-05-23,"Betsi Cadwaladr University Health Board","C19",353,"All"
2020-05-23,"Betsi Cadwaladr University Health Board","C19_Con",201,"Confirmed"
2020-05-23,"Betsi Cadwaladr University Health Board","C19_Sus",152,"Suspected"
2020-05-23,"Betsi Cadwaladr University Health Board","NonC19",965,NA
2020-05-23,"Hywel Dda University Health Board","All",558,NA
2020-05-23,"Hywel Dda University Health Board","C19",49,"All"
2020-05-23,"Hywel Dda University Health Board","C19_Con",15,"Confirmed"
2020-05-23,"Hywel Dda University Health Board","C19_Sus",34,"Suspected"
2020-05-23,"Hywel Dda University Health Board","NonC19",509,NA
2020-05-23,"Abertawe Bro Morgannwg University Health Board","All",555,NA
2020-05-23,"Abertawe Bro Morgannwg University Health Board","C19",60,"All"
2020-05-23,"Abertawe Bro Morgannwg University Health Board","C19_Con",15,"Confirmed"
2020-05-23,"Abertawe Bro Morgannwg University Health Board","C19_Sus",45,"Suspected"
2020-05-23,"Abertawe Bro Morgannwg University Health Board","NonC19",495,NA
2020-05-23,"Cardiff and Vale University Health Board","All",1020,NA
2020-05-23,"Cardiff and Vale University Health Board","C19",228,"All"
2020-05-23,"Cardiff and Vale University Health Board","C19_Con",186,"Confirmed"
2020-05-23,"Cardiff and Vale University Health Board","C19_Sus",42,"Suspected"
2020-05-23,"Cardiff and Vale University Health Board","NonC19",792,NA
2020-05-23,"Cwm Taf University Health Board","All",893,NA
2020-05-23,"Cwm Taf University Health Board","C19",205,"All"
2020-05-23,"Cwm Taf University Health Board","C19_Con",111,"Confirmed"
2020-05-23,"Cwm Taf University Health Board","C19_Sus",94,"Suspected"
2020-05-23,"Cwm Taf University Health Board","NonC19",688,NA
2020-05-23,"Aneurin Bevan University Health Board","All",749,NA
2020-05-23,"Aneurin Bevan University Health Board","C19",134,"All"
2020-05-23,"Aneurin Bevan University Health Board","C19_Con",92,"Confirmed"
2020-05-23,"Aneurin Bevan University Health Board","C19_Sus",42,"Suspected"
2020-05-23,"Aneurin Bevan University Health Board","NonC19",615,NA
2020-05-23,"Powys Teaching Health Board","All",81,NA
2020-05-23,"Powys Teaching Health Board","C19",8,"All"
2020-05-23,"Powys Teaching Health Board","C19_Con",4,"Confirmed"
2020-05-23,"Powys Teaching Health Board","C19_Sus",4,"Suspected"
2020-05-23,"Powys Teaching Health Board","NonC19",73,NA
2020-05-23,"Velindre University NHS Trust","All",19,NA
2020-05-23,"Velindre University NHS Trust","C19",6,"All"
2020-05-23,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-05-23,"Velindre University NHS Trust","C19_Sus",6,"Suspected"
2020-05-23,"Velindre University NHS Trust","NonC19",13,NA
2020-05-23,"Wales","All",5193,NA
2020-05-23,"Wales","C19",1043,"All"
2020-05-23,"Wales","C19_Con",624,"Confirmed"
2020-05-23,"Wales","C19_Sus",419,"Suspected"
2020-05-23,"Wales","NonC19",4150,NA
2020-05-24,"Betsi Cadwaladr University Health Board","All",1302,NA
2020-05-24,"Betsi Cadwaladr University Health Board","C19",311,"All"
2020-05-24,"Betsi Cadwaladr University Health Board","C19_Con",207,"Confirmed"
2020-05-24,"Betsi Cadwaladr University Health Board","C19_Sus",104,"Suspected"
2020-05-24,"Betsi Cadwaladr University Health Board","NonC19",991,NA
2020-05-24,"Hywel Dda University Health Board","All",562,NA
2020-05-24,"Hywel Dda University Health Board","C19",41,"All"
2020-05-24,"Hywel Dda University Health Board","C19_Con",14,"Confirmed"
2020-05-24,"Hywel Dda University Health Board","C19_Sus",27,"Suspected"
2020-05-24,"Hywel Dda University Health Board","NonC19",521,NA
2020-05-24,"Abertawe Bro Morgannwg University Health Board","All",578,NA
2020-05-24,"Abertawe Bro Morgannwg University Health Board","C19",44,"All"
2020-05-24,"Abertawe Bro Morgannwg University Health Board","C19_Con",14,"Confirmed"
2020-05-24,"Abertawe Bro Morgannwg University Health Board","C19_Sus",30,"Suspected"
2020-05-24,"Abertawe Bro Morgannwg University Health Board","NonC19",534,NA
2020-05-24,"Cardiff and Vale University Health Board","All",1029,NA
2020-05-24,"Cardiff and Vale University Health Board","C19",230,"All"
2020-05-24,"Cardiff and Vale University Health Board","C19_Con",194,"Confirmed"
2020-05-24,"Cardiff and Vale University Health Board","C19_Sus",36,"Suspected"
2020-05-24,"Cardiff and Vale University Health Board","NonC19",799,NA
2020-05-24,"Cwm Taf University Health Board","All",886,NA
2020-05-24,"Cwm Taf University Health Board","C19",177,"All"
2020-05-24,"Cwm Taf University Health Board","C19_Con",103,"Confirmed"
2020-05-24,"Cwm Taf University Health Board","C19_Sus",74,"Suspected"
2020-05-24,"Cwm Taf University Health Board","NonC19",709,NA
2020-05-24,"Aneurin Bevan University Health Board","All",765,NA
2020-05-24,"Aneurin Bevan University Health Board","C19",136,"All"
2020-05-24,"Aneurin Bevan University Health Board","C19_Con",94,"Confirmed"
2020-05-24,"Aneurin Bevan University Health Board","C19_Sus",42,"Suspected"
2020-05-24,"Aneurin Bevan University Health Board","NonC19",629,NA
2020-05-24,"Powys Teaching Health Board","All",82,NA
2020-05-24,"Powys Teaching Health Board","C19",8,"All"
2020-05-24,"Powys Teaching Health Board","C19_Con",6,"Confirmed"
2020-05-24,"Powys Teaching Health Board","C19_Sus",2,"Suspected"
2020-05-24,"Powys Teaching Health Board","NonC19",74,NA
2020-05-24,"Velindre University NHS Trust","All",14,NA
2020-05-24,"Velindre University NHS Trust","C19",3,"All"
2020-05-24,"Velindre University NHS Trust","C19_Con",0,"Confirmed"
2020-05-24,"Velindre University NHS Trust","C19_Sus",3,"Suspected"
2020-05-24,"Velindre University NHS Trust","NonC19",11,NA
2020-05-24,"Wales","All",5218,NA
