"date","health_board","lockdown_status","hosp_type","covid_status","count"
2020-08-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",24
2020-08-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-08-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",5
2020-08-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-08-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1006
2020-08-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1049
2020-08-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",23
2020-08-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-08-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",5
2020-08-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-08-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1026
2020-08-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1084
2020-08-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",26
2020-08-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-08-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",6
2020-08-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",17
2020-08-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1058
2020-08-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1081
2020-08-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",20
2020-08-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-08-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-08-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1061
2020-08-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1103
2020-08-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",14
2020-08-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-08-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",9
2020-08-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1089
2020-08-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1081
2020-08-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",16
2020-08-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",12
2020-08-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1065
2020-08-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1052
2020-08-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",15
2020-08-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1037
2020-08-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1040
2020-08-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",13
2020-08-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",9
2020-08-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1027
2020-08-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1030
2020-08-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",15
2020-08-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1015
2020-08-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1061
2020-08-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",15
2020-08-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1046
2020-08-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1078
2020-08-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",17
2020-08-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-08-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1061
2020-08-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1090
2020-08-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",16
2020-08-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",12
2020-08-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1074
2020-08-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1086
2020-08-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",14
2020-08-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1072
2020-08-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1097
2020-08-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",15
2020-08-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1082
2020-08-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1045
2020-08-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",15
2020-08-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1030
2020-08-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1069
2020-08-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",20
2020-08-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-08-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-08-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1049
2020-08-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1096
2020-08-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",11
2020-08-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-08-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1085
2020-08-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1116
2020-08-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",16
2020-08-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",13
2020-08-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1100
2020-08-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1138
2020-08-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",13
2020-08-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",10
2020-08-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1125
2020-08-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1120
2020-08-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",19
2020-08-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-08-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1101
2020-08-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1113
2020-08-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",17
2020-08-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-08-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1096
2020-08-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1049
2020-08-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",13
2020-08-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",10
2020-08-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1036
2020-08-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1081
2020-08-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",11
2020-08-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-08-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1070
2020-08-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1103
2020-08-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",7
2020-08-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",4
2020-08-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1096
2020-08-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1113
2020-08-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",10
2020-08-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",7
2020-08-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1103
2020-08-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1125
2020-08-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",17
2020-08-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-08-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1108
2020-08-27,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1091
2020-08-27,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",10
2020-08-27,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-27,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-27,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",7
2020-08-27,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1081
2020-08-28,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1096
2020-08-28,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",10
2020-08-28,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-28,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",2
2020-08-28,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-08-28,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1086
2020-08-29,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1056
2020-08-29,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",7
2020-08-29,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-29,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-29,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",4
2020-08-29,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1049
2020-08-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1083
2020-08-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",10
2020-08-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",7
2020-08-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1073
2020-08-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1117
2020-08-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",10
2020-08-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-08-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-08-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",7
2020-08-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1107
2020-09-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1120
2020-09-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",16
2020-09-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-09-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",13
2020-09-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1104
2020-09-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1136
2020-09-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",18
2020-09-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-09-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-09-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1118
2020-09-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1163
2020-09-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",8
2020-09-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-09-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",5
2020-09-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1155
2020-09-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1148
2020-09-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",11
2020-09-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-09-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",2
2020-09-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",9
2020-09-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1137
2020-09-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1155
2020-09-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",16
2020-09-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-09-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",13
2020-09-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1139
2020-09-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1155
2020-09-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",17
2020-09-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-09-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-09-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1138
2020-09-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1183
2020-09-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",18
2020-09-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-09-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-09-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1165
2020-09-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1186
2020-09-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",19
2020-09-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-09-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-09-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1167
2020-09-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1186
2020-09-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",15
2020-09-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-09-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-09-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1171
2020-09-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1185
2020-09-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",9
2020-09-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-09-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",5
2020-09-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1176
2020-09-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1196
2020-09-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",22
2020-09-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-09-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",18
2020-09-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1174
2020-09-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1184
2020-09-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",24
2020-09-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-09-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-09-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",19
2020-09-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1160
2020-09-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1186
2020-09-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",20
2020-09-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-09-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",4
2020-09-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-09-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1166
2020-09-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1216
2020-09-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",14
2020-09-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-09-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",9
2020-09-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1202
2020-09-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1196
2020-09-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",16
2020-09-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-09-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-09-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1180
2020-09-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1215
2020-09-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",19
2020-09-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-09-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-09-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1196
2020-09-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1215
2020-09-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",11
2020-09-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-09-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",6
2020-09-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1204
2020-09-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1214
2020-09-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",8
2020-09-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-09-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",2
2020-09-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",4
2020-09-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1206
2020-09-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1171
2020-09-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",13
