"date","health_board","admission_type","count"
2020-05-29,"Cwm Taf University Health Board","All",116
2020-05-29,"Aneurin Bevan University Health Board","C19",10
2020-05-29,"Aneurin Bevan University Health Board","NonC19",215
2020-05-29,"Aneurin Bevan University Health Board","All",225
2020-05-29,"Powys Teaching Health Board","C19",0
2020-05-29,"Powys Teaching Health Board","NonC19",2
2020-05-29,"Powys Teaching Health Board","All",2
2020-05-29,"Velindre University NHS Trust","C19",0
2020-05-29,"Velindre University NHS Trust","NonC19",7
2020-05-29,"Velindre University NHS Trust","All",7
2020-05-29,"Wales","C19",112
2020-05-29,"Wales","NonC19",803
2020-05-29,"Wales","All",915
2020-05-30,"Betsi Cadwaladr University Health Board","C19",22
2020-05-30,"Betsi Cadwaladr University Health Board","NonC19",190
2020-05-30,"Betsi Cadwaladr University Health Board","All",212
2020-05-30,"Hywel Dda University Health Board","C19",14
2020-05-30,"Hywel Dda University Health Board","NonC19",59
2020-05-30,"Hywel Dda University Health Board","All",73
2020-05-30,"Abertawe Bro Morgannwg University Health Board","C19",16
2020-05-30,"Abertawe Bro Morgannwg University Health Board","NonC19",77
2020-05-30,"Abertawe Bro Morgannwg University Health Board","All",93
2020-05-30,"Cardiff and Vale University Health Board","C19",13
2020-05-30,"Cardiff and Vale University Health Board","NonC19",174
2020-05-30,"Cardiff and Vale University Health Board","All",187
2020-05-30,"Cwm Taf University Health Board","C19",28
2020-05-30,"Cwm Taf University Health Board","NonC19",61
2020-05-30,"Cwm Taf University Health Board","All",89
2020-05-30,"Aneurin Bevan University Health Board","C19",10
2020-05-30,"Aneurin Bevan University Health Board","NonC19",192
2020-05-30,"Aneurin Bevan University Health Board","All",202
2020-05-30,"Powys Teaching Health Board","C19",0
2020-05-30,"Powys Teaching Health Board","NonC19",8
2020-05-30,"Powys Teaching Health Board","All",8
2020-05-30,"Velindre University NHS Trust","C19",0
2020-05-30,"Velindre University NHS Trust","NonC19",10
2020-05-30,"Velindre University NHS Trust","All",10
2020-05-30,"Wales","C19",103
2020-05-30,"Wales","NonC19",771
2020-05-30,"Wales","All",874
2020-05-31,"Betsi Cadwaladr University Health Board","C19",7
2020-05-31,"Betsi Cadwaladr University Health Board","NonC19",126
2020-05-31,"Betsi Cadwaladr University Health Board","All",133
2020-05-31,"Hywel Dda University Health Board","C19",6
2020-05-31,"Hywel Dda University Health Board","NonC19",56
2020-05-31,"Hywel Dda University Health Board","All",62
2020-05-31,"Abertawe Bro Morgannwg University Health Board","C19",9
2020-05-31,"Abertawe Bro Morgannwg University Health Board","NonC19",42
2020-05-31,"Abertawe Bro Morgannwg University Health Board","All",51
2020-05-31,"Cardiff and Vale University Health Board","C19",21
2020-05-31,"Cardiff and Vale University Health Board","NonC19",101
2020-05-31,"Cardiff and Vale University Health Board","All",122
2020-05-31,"Cwm Taf University Health Board","C19",22
2020-05-31,"Cwm Taf University Health Board","NonC19",67
2020-05-31,"Cwm Taf University Health Board","All",89
2020-05-31,"Aneurin Bevan University Health Board","C19",8
2020-05-31,"Aneurin Bevan University Health Board","NonC19",126
2020-05-31,"Aneurin Bevan University Health Board","All",134
2020-05-31,"Powys Teaching Health Board","C19",2
2020-05-31,"Powys Teaching Health Board","NonC19",2
2020-05-31,"Powys Teaching Health Board","All",4
2020-05-31,"Velindre University NHS Trust","C19",0
2020-05-31,"Velindre University NHS Trust","NonC19",1
2020-05-31,"Velindre University NHS Trust","All",1
2020-05-31,"Wales","C19",75
2020-05-31,"Wales","NonC19",521
2020-05-31,"Wales","All",596
2020-06-01,"Betsi Cadwaladr University Health Board","C19",11
2020-06-01,"Betsi Cadwaladr University Health Board","NonC19",128
2020-06-01,"Betsi Cadwaladr University Health Board","All",139
2020-06-01,"Hywel Dda University Health Board","C19",23
2020-06-01,"Hywel Dda University Health Board","NonC19",46
2020-06-01,"Hywel Dda University Health Board","All",69
2020-06-01,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-06-01,"Abertawe Bro Morgannwg University Health Board","NonC19",75
2020-06-01,"Abertawe Bro Morgannwg University Health Board","All",81
2020-06-01,"Cardiff and Vale University Health Board","C19",15
2020-06-01,"Cardiff and Vale University Health Board","NonC19",110
2020-06-01,"Cardiff and Vale University Health Board","All",125
2020-06-01,"Cwm Taf University Health Board","C19",11
2020-06-01,"Cwm Taf University Health Board","NonC19",60
2020-06-01,"Cwm Taf University Health Board","All",71
2020-06-01,"Aneurin Bevan University Health Board","C19",11
2020-06-01,"Aneurin Bevan University Health Board","NonC19",154
2020-06-01,"Aneurin Bevan University Health Board","All",165
2020-06-01,"Powys Teaching Health Board","C19",0
2020-06-01,"Powys Teaching Health Board","NonC19",0
2020-06-01,"Powys Teaching Health Board","All",0
2020-06-01,"Velindre University NHS Trust","C19",0
2020-06-01,"Velindre University NHS Trust","NonC19",3
2020-06-01,"Velindre University NHS Trust","All",3
2020-06-01,"Wales","C19",77
2020-06-01,"Wales","NonC19",576
2020-06-01,"Wales","All",653
2020-06-02,"Betsi Cadwaladr University Health Board","C19",21
2020-06-02,"Betsi Cadwaladr University Health Board","NonC19",216
2020-06-02,"Betsi Cadwaladr University Health Board","All",237
2020-06-02,"Hywel Dda University Health Board","C19",18
2020-06-02,"Hywel Dda University Health Board","NonC19",92
2020-06-02,"Hywel Dda University Health Board","All",110
2020-06-02,"Abertawe Bro Morgannwg University Health Board","C19",9
2020-06-02,"Abertawe Bro Morgannwg University Health Board","NonC19",85
2020-06-02,"Abertawe Bro Morgannwg University Health Board","All",94
2020-06-02,"Cardiff and Vale University Health Board","C19",26
2020-06-02,"Cardiff and Vale University Health Board","NonC19",178
2020-06-02,"Cardiff and Vale University Health Board","All",204
2020-06-02,"Cwm Taf University Health Board","C19",20
2020-06-02,"Cwm Taf University Health Board","NonC19",75
2020-06-02,"Cwm Taf University Health Board","All",95
2020-06-02,"Aneurin Bevan University Health Board","C19",17
2020-06-02,"Aneurin Bevan University Health Board","NonC19",264
2020-06-02,"Aneurin Bevan University Health Board","All",281
2020-06-02,"Powys Teaching Health Board","C19",0
2020-06-02,"Powys Teaching Health Board","NonC19",1
2020-06-02,"Powys Teaching Health Board","All",1
2020-06-02,"Velindre University NHS Trust","C19",1
2020-06-02,"Velindre University NHS Trust","NonC19",7
2020-06-02,"Velindre University NHS Trust","All",8
2020-06-02,"Wales","C19",112
2020-06-02,"Wales","NonC19",918
2020-06-02,"Wales","All",1030
2020-06-03,"Betsi Cadwaladr University Health Board","C19",48
2020-06-03,"Betsi Cadwaladr University Health Board","NonC19",152
2020-06-03,"Betsi Cadwaladr University Health Board","All",200
2020-06-03,"Hywel Dda University Health Board","C19",11
2020-06-03,"Hywel Dda University Health Board","NonC19",98
2020-06-03,"Hywel Dda University Health Board","All",109
2020-06-03,"Abertawe Bro Morgannwg University Health Board","C19",16
2020-06-03,"Abertawe Bro Morgannwg University Health Board","NonC19",105
2020-06-03,"Abertawe Bro Morgannwg University Health Board","All",121
2020-06-03,"Cardiff and Vale University Health Board","C19",24
2020-06-03,"Cardiff and Vale University Health Board","NonC19",190
2020-06-03,"Cardiff and Vale University Health Board","All",214
2020-06-03,"Cwm Taf University Health Board","C19",27
2020-06-03,"Cwm Taf University Health Board","NonC19",89
2020-06-03,"Cwm Taf University Health Board","All",116
2020-06-03,"Aneurin Bevan University Health Board","C19",18
2020-06-03,"Aneurin Bevan University Health Board","NonC19",272
2020-06-03,"Aneurin Bevan University Health Board","All",290
2020-06-03,"Powys Teaching Health Board","C19",0
2020-06-03,"Powys Teaching Health Board","NonC19",3
2020-06-03,"Powys Teaching Health Board","All",3
2020-06-03,"Velindre University NHS Trust","C19",0
2020-06-03,"Velindre University NHS Trust","NonC19",10
2020-06-03,"Velindre University NHS Trust","All",10
2020-06-03,"Wales","C19",144
2020-06-03,"Wales","NonC19",919
2020-06-03,"Wales","All",1063
2020-06-04,"Betsi Cadwaladr University Health Board","C19",25
2020-06-04,"Betsi Cadwaladr University Health Board","NonC19",195
2020-06-04,"Betsi Cadwaladr University Health Board","All",220
2020-06-04,"Hywel Dda University Health Board","C19",4
2020-06-04,"Hywel Dda University Health Board","NonC19",87
2020-06-04,"Hywel Dda University Health Board","All",91
2020-06-04,"Abertawe Bro Morgannwg University Health Board","C19",11
2020-06-04,"Abertawe Bro Morgannwg University Health Board","NonC19",62
2020-06-04,"Abertawe Bro Morgannwg University Health Board","All",73
2020-06-04,"Cardiff and Vale University Health Board","C19",18
2020-06-04,"Cardiff and Vale University Health Board","NonC19",217
2020-06-04,"Cardiff and Vale University Health Board","All",235
2020-06-04,"Cwm Taf University Health Board","C19",30
2020-06-04,"Cwm Taf University Health Board","NonC19",74
2020-06-04,"Cwm Taf University Health Board","All",104
2020-06-04,"Aneurin Bevan University Health Board","C19",19
2020-06-04,"Aneurin Bevan University Health Board","NonC19",259
2020-06-04,"Aneurin Bevan University Health Board","All",278
2020-06-04,"Powys Teaching Health Board","C19",0
2020-06-04,"Powys Teaching Health Board","NonC19",2
2020-06-04,"Powys Teaching Health Board","All",2
2020-06-04,"Velindre University NHS Trust","C19",0
2020-06-04,"Velindre University NHS Trust","NonC19",11
2020-06-04,"Velindre University NHS Trust","All",11
2020-06-04,"Wales","C19",107
2020-06-04,"Wales","NonC19",907
2020-06-04,"Wales","All",1014
2020-06-05,"Betsi Cadwaladr University Health Board","C19",24
2020-06-05,"Betsi Cadwaladr University Health Board","NonC19",181
2020-06-05,"Betsi Cadwaladr University Health Board","All",205
2020-06-05,"Hywel Dda University Health Board","C19",16
2020-06-05,"Hywel Dda University Health Board","NonC19",68
2020-06-05,"Hywel Dda University Health Board","All",84
2020-06-05,"Abertawe Bro Morgannwg University Health Board","C19",13
2020-06-05,"Abertawe Bro Morgannwg University Health Board","NonC19",78
2020-06-05,"Abertawe Bro Morgannwg University Health Board","All",91
2020-06-05,"Cardiff and Vale University Health Board","C19",18
2020-06-05,"Cardiff and Vale University Health Board","NonC19",173
2020-06-05,"Cardiff and Vale University Health Board","All",191
2020-06-05,"Cwm Taf University Health Board","C19",13
2020-06-05,"Cwm Taf University Health Board","NonC19",92
2020-06-05,"Cwm Taf University Health Board","All",105
2020-06-05,"Aneurin Bevan University Health Board","C19",4
2020-06-05,"Aneurin Bevan University Health Board","NonC19",242
2020-06-05,"Aneurin Bevan University Health Board","All",246
2020-06-05,"Powys Teaching Health Board","C19",0
2020-06-05,"Powys Teaching Health Board","NonC19",6
2020-06-05,"Powys Teaching Health Board","All",6
2020-06-05,"Velindre University NHS Trust","C19",0
2020-06-05,"Velindre University NHS Trust","NonC19",14
2020-06-05,"Velindre University NHS Trust","All",14
2020-06-05,"Wales","C19",88
2020-06-05,"Wales","NonC19",854
2020-06-05,"Wales","All",942
2020-06-06,"Betsi Cadwaladr University Health Board","C19",28
2020-06-06,"Betsi Cadwaladr University Health Board","NonC19",134
2020-06-06,"Betsi Cadwaladr University Health Board","All",162
2020-06-06,"Hywel Dda University Health Board","C19",18
2020-06-06,"Hywel Dda University Health Board","NonC19",89
2020-06-06,"Hywel Dda University Health Board","All",107
2020-06-06,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-06-06,"Abertawe Bro Morgannwg University Health Board","NonC19",79
2020-06-06,"Abertawe Bro Morgannwg University Health Board","All",85
2020-06-06,"Cardiff and Vale University Health Board","C19",18
2020-06-06,"Cardiff and Vale University Health Board","NonC19",174
2020-06-06,"Cardiff and Vale University Health Board","All",192
2020-06-06,"Cwm Taf University Health Board","C19",18
2020-06-06,"Cwm Taf University Health Board","NonC19",71
2020-06-06,"Cwm Taf University Health Board","All",89
2020-06-06,"Aneurin Bevan University Health Board","C19",13
2020-06-06,"Aneurin Bevan University Health Board","NonC19",235
2020-06-06,"Aneurin Bevan University Health Board","All",248
2020-06-06,"Powys Teaching Health Board","C19",0
2020-06-06,"Powys Teaching Health Board","NonC19",4
2020-06-06,"Powys Teaching Health Board","All",4
2020-06-06,"Velindre University NHS Trust","C19",0
2020-06-06,"Velindre University NHS Trust","NonC19",4
2020-06-06,"Velindre University NHS Trust","All",4
2020-06-06,"Wales","C19",101
2020-06-06,"Wales","NonC19",790
2020-06-06,"Wales","All",891
2020-06-07,"Betsi Cadwaladr University Health Board","C19",22
2020-06-07,"Betsi Cadwaladr University Health Board","NonC19",85
2020-06-07,"Betsi Cadwaladr University Health Board","All",107
2020-06-07,"Hywel Dda University Health Board","C19",19
2020-06-07,"Hywel Dda University Health Board","NonC19",55
2020-06-07,"Hywel Dda University Health Board","All",74
2020-06-07,"Abertawe Bro Morgannwg University Health Board","C19",3
2020-06-07,"Abertawe Bro Morgannwg University Health Board","NonC19",65
2020-06-07,"Abertawe Bro Morgannwg University Health Board","All",68
2020-06-07,"Cardiff and Vale University Health Board","C19",7
2020-06-07,"Cardiff and Vale University Health Board","NonC19",112
2020-06-07,"Cardiff and Vale University Health Board","All",119
2020-06-07,"Cwm Taf University Health Board","C19",18
2020-06-07,"Cwm Taf University Health Board","NonC19",57
2020-06-07,"Cwm Taf University Health Board","All",75
2020-06-07,"Aneurin Bevan University Health Board","C19",12
2020-06-07,"Aneurin Bevan University Health Board","NonC19",124
2020-06-07,"Aneurin Bevan University Health Board","All",136
2020-06-07,"Powys Teaching Health Board","C19",0
2020-06-07,"Powys Teaching Health Board","NonC19",1
2020-06-07,"Powys Teaching Health Board","All",1
2020-06-07,"Velindre University NHS Trust","C19",0
2020-06-07,"Velindre University NHS Trust","NonC19",6
2020-06-07,"Velindre University NHS Trust","All",6
2020-06-07,"Wales","C19",81
2020-06-07,"Wales","NonC19",505
2020-06-07,"Wales","All",586
2020-06-08,"Betsi Cadwaladr University Health Board","C19",8
2020-06-08,"Betsi Cadwaladr University Health Board","NonC19",105
2020-06-08,"Betsi Cadwaladr University Health Board","All",113
2020-06-08,"Hywel Dda University Health Board","C19",3
2020-06-08,"Hywel Dda University Health Board","NonC19",69
2020-06-08,"Hywel Dda University Health Board","All",72
2020-06-08,"Abertawe Bro Morgannwg University Health Board","C19",12
2020-06-08,"Abertawe Bro Morgannwg University Health Board","NonC19",43
2020-06-08,"Abertawe Bro Morgannwg University Health Board","All",55
2020-06-08,"Cardiff and Vale University Health Board","C19",15
2020-06-08,"Cardiff and Vale University Health Board","NonC19",111
2020-06-08,"Cardiff and Vale University Health Board","All",126
2020-06-08,"Cwm Taf University Health Board","C19",16
2020-06-08,"Cwm Taf University Health Board","NonC19",61
2020-06-08,"Cwm Taf University Health Board","All",77
2020-06-08,"Aneurin Bevan University Health Board","C19",7
2020-06-08,"Aneurin Bevan University Health Board","NonC19",147
2020-06-08,"Aneurin Bevan University Health Board","All",154
2020-06-08,"Powys Teaching Health Board","C19",0
2020-06-08,"Powys Teaching Health Board","NonC19",0
2020-06-08,"Powys Teaching Health Board","All",0
2020-06-08,"Velindre University NHS Trust","C19",0
2020-06-08,"Velindre University NHS Trust","NonC19",0
2020-06-08,"Velindre University NHS Trust","All",0
2020-06-08,"Wales","C19",61
2020-06-08,"Wales","NonC19",536
2020-06-08,"Wales","All",597
2020-06-09,"Betsi Cadwaladr University Health Board","C19",12
2020-06-09,"Betsi Cadwaladr University Health Board","NonC19",220
2020-06-09,"Betsi Cadwaladr University Health Board","All",232
2020-06-09,"Hywel Dda University Health Board","C19",17
2020-06-09,"Hywel Dda University Health Board","NonC19",101
2020-06-09,"Hywel Dda University Health Board","All",118
2020-06-09,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-06-09,"Abertawe Bro Morgannwg University Health Board","NonC19",85
2020-06-09,"Abertawe Bro Morgannwg University Health Board","All",91
2020-06-09,"Cardiff and Vale University Health Board","C19",15
2020-06-09,"Cardiff and Vale University Health Board","NonC19",227
2020-06-09,"Cardiff and Vale University Health Board","All",242
2020-06-09,"Cwm Taf University Health Board","C19",21
2020-06-09,"Cwm Taf University Health Board","NonC19",101
2020-06-09,"Cwm Taf University Health Board","All",122
2020-06-09,"Aneurin Bevan University Health Board","C19",20
2020-06-09,"Aneurin Bevan University Health Board","NonC19",255
2020-06-09,"Aneurin Bevan University Health Board","All",275
2020-06-09,"Powys Teaching Health Board","C19",0
2020-06-09,"Powys Teaching Health Board","NonC19",3
2020-06-09,"Powys Teaching Health Board","All",3
2020-06-09,"Velindre University NHS Trust","C19",0
2020-06-09,"Velindre University NHS Trust","NonC19",6
2020-06-09,"Velindre University NHS Trust","All",6
2020-06-09,"Wales","C19",91
2020-06-09,"Wales","NonC19",998
2020-06-09,"Wales","All",1089
2020-06-10,"Betsi Cadwaladr University Health Board","C19",30
2020-06-10,"Betsi Cadwaladr University Health Board","NonC19",169
2020-06-10,"Betsi Cadwaladr University Health Board","All",199
2020-06-10,"Hywel Dda University Health Board","C19",14
2020-06-10,"Hywel Dda University Health Board","NonC19",105
2020-06-10,"Hywel Dda University Health Board","All",119
2020-06-10,"Abertawe Bro Morgannwg University Health Board","C19",8
2020-06-10,"Abertawe Bro Morgannwg University Health Board","NonC19",103
2020-06-10,"Abertawe Bro Morgannwg University Health Board","All",111
2020-06-10,"Cardiff and Vale University Health Board","C19",14
2020-06-10,"Cardiff and Vale University Health Board","NonC19",225
2020-06-10,"Cardiff and Vale University Health Board","All",239
2020-06-10,"Cwm Taf University Health Board","C19",24
2020-06-10,"Cwm Taf University Health Board","NonC19",73
2020-06-10,"Cwm Taf University Health Board","All",97
2020-06-10,"Aneurin Bevan University Health Board","C19",13
2020-06-10,"Aneurin Bevan University Health Board","NonC19",239
2020-06-10,"Aneurin Bevan University Health Board","All",252
2020-06-10,"Powys Teaching Health Board","C19",0
2020-06-10,"Powys Teaching Health Board","NonC19",3
2020-06-10,"Powys Teaching Health Board","All",3
2020-06-10,"Velindre University NHS Trust","C19",0
2020-06-10,"Velindre University NHS Trust","NonC19",9
2020-06-10,"Velindre University NHS Trust","All",9
2020-06-10,"Wales","C19",103
2020-06-10,"Wales","NonC19",926
2020-06-10,"Wales","All",1029
2020-06-11,"Betsi Cadwaladr University Health Board","C19",24
2020-06-11,"Betsi Cadwaladr University Health Board","NonC19",229
2020-06-11,"Betsi Cadwaladr University Health Board","All",253
2020-06-11,"Hywel Dda University Health Board","C19",19
2020-06-11,"Hywel Dda University Health Board","NonC19",93
2020-06-11,"Hywel Dda University Health Board","All",112
2020-06-11,"Abertawe Bro Morgannwg University Health Board","C19",8
2020-06-11,"Abertawe Bro Morgannwg University Health Board","NonC19",93
2020-06-11,"Abertawe Bro Morgannwg University Health Board","All",101
2020-06-11,"Cardiff and Vale University Health Board","C19",21
2020-06-11,"Cardiff and Vale University Health Board","NonC19",209
2020-06-11,"Cardiff and Vale University Health Board","All",230
2020-06-11,"Cwm Taf University Health Board","C19",21
2020-06-11,"Cwm Taf University Health Board","NonC19",75
2020-06-11,"Cwm Taf University Health Board","All",96
2020-06-11,"Aneurin Bevan University Health Board","C19",20
2020-06-11,"Aneurin Bevan University Health Board","NonC19",239
2020-06-11,"Aneurin Bevan University Health Board","All",259
2020-06-11,"Powys Teaching Health Board","C19",0
2020-06-11,"Powys Teaching Health Board","NonC19",4
2020-06-11,"Powys Teaching Health Board","All",4
2020-06-11,"Velindre University NHS Trust","C19",1
2020-06-11,"Velindre University NHS Trust","NonC19",5
2020-06-11,"Velindre University NHS Trust","All",6
2020-06-11,"Wales","C19",114
2020-06-11,"Wales","NonC19",947
2020-06-11,"Wales","All",1061
2020-06-12,"Betsi Cadwaladr University Health Board","C19",24
2020-06-12,"Betsi Cadwaladr University Health Board","NonC19",173
2020-06-12,"Betsi Cadwaladr University Health Board","All",197
2020-06-12,"Hywel Dda University Health Board","C19",15
2020-06-12,"Hywel Dda University Health Board","NonC19",88
2020-06-12,"Hywel Dda University Health Board","All",103
2020-06-12,"Abertawe Bro Morgannwg University Health Board","C19",9
2020-06-12,"Abertawe Bro Morgannwg University Health Board","NonC19",98
2020-06-12,"Abertawe Bro Morgannwg University Health Board","All",107
2020-06-12,"Cardiff and Vale University Health Board","C19",21
2020-06-12,"Cardiff and Vale University Health Board","NonC19",210
2020-06-12,"Cardiff and Vale University Health Board","All",231
2020-06-12,"Cwm Taf University Health Board","C19",16
2020-06-12,"Cwm Taf University Health Board","NonC19",83
2020-06-12,"Cwm Taf University Health Board","All",99
2020-06-12,"Aneurin Bevan University Health Board","C19",13
2020-06-12,"Aneurin Bevan University Health Board","NonC19",248
2020-06-12,"Aneurin Bevan University Health Board","All",261
2020-06-12,"Powys Teaching Health Board","C19",0
2020-06-12,"Powys Teaching Health Board","NonC19",3
2020-06-12,"Powys Teaching Health Board","All",3
2020-06-12,"Velindre University NHS Trust","C19",0
2020-06-12,"Velindre University NHS Trust","NonC19",10
2020-06-12,"Velindre University NHS Trust","All",10
2020-06-12,"Wales","C19",98
2020-06-12,"Wales","NonC19",913
2020-06-12,"Wales","All",1011
2020-06-13,"Betsi Cadwaladr University Health Board","C19",34
2020-06-13,"Betsi Cadwaladr University Health Board","NonC19",141
2020-06-13,"Betsi Cadwaladr University Health Board","All",175
2020-06-13,"Hywel Dda University Health Board","C19",12
2020-06-13,"Hywel Dda University Health Board","NonC19",91
2020-06-13,"Hywel Dda University Health Board","All",103
2020-06-13,"Abertawe Bro Morgannwg University Health Board","C19",13
2020-06-13,"Abertawe Bro Morgannwg University Health Board","NonC19",65
2020-06-13,"Abertawe Bro Morgannwg University Health Board","All",78
2020-06-13,"Cardiff and Vale University Health Board","C19",38
2020-06-13,"Cardiff and Vale University Health Board","NonC19",192
2020-06-13,"Cardiff and Vale University Health Board","All",230
2020-06-13,"Cwm Taf University Health Board","C19",20
2020-06-13,"Cwm Taf University Health Board","NonC19",70
2020-06-13,"Cwm Taf University Health Board","All",90
2020-06-13,"Aneurin Bevan University Health Board","C19",9
2020-06-13,"Aneurin Bevan University Health Board","NonC19",232
2020-06-13,"Aneurin Bevan University Health Board","All",241
2020-06-13,"Powys Teaching Health Board","C19",1
2020-06-13,"Powys Teaching Health Board","NonC19",6
2020-06-13,"Powys Teaching Health Board","All",7
2020-06-13,"Velindre University NHS Trust","C19",0
2020-06-13,"Velindre University NHS Trust","NonC19",8
2020-06-13,"Velindre University NHS Trust","All",8
2020-06-13,"Wales","C19",127
2020-06-13,"Wales","NonC19",805
2020-06-13,"Wales","All",932
2020-06-14,"Betsi Cadwaladr University Health Board","C19",7
2020-06-14,"Betsi Cadwaladr University Health Board","NonC19",72
2020-06-14,"Betsi Cadwaladr University Health Board","All",79
2020-06-14,"Hywel Dda University Health Board","C19",10
2020-06-14,"Hywel Dda University Health Board","NonC19",67
2020-06-14,"Hywel Dda University Health Board","All",77
2020-06-14,"Abertawe Bro Morgannwg University Health Board","C19",10
2020-06-14,"Abertawe Bro Morgannwg University Health Board","NonC19",47
2020-06-14,"Abertawe Bro Morgannwg University Health Board","All",57
2020-06-14,"Cardiff and Vale University Health Board","C19",5
2020-06-14,"Cardiff and Vale University Health Board","NonC19",115
2020-06-14,"Cardiff and Vale University Health Board","All",120
2020-06-14,"Cwm Taf University Health Board","C19",9
2020-06-14,"Cwm Taf University Health Board","NonC19",60
2020-06-14,"Cwm Taf University Health Board","All",69
2020-06-14,"Aneurin Bevan University Health Board","C19",17
2020-06-14,"Aneurin Bevan University Health Board","NonC19",156
2020-06-14,"Aneurin Bevan University Health Board","All",173
2020-06-14,"Powys Teaching Health Board","C19",0
2020-06-14,"Powys Teaching Health Board","NonC19",0
2020-06-14,"Powys Teaching Health Board","All",0
2020-06-14,"Velindre University NHS Trust","C19",0
2020-06-14,"Velindre University NHS Trust","NonC19",2
2020-06-14,"Velindre University NHS Trust","All",2
2020-06-14,"Wales","C19",58
2020-06-14,"Wales","NonC19",519
2020-06-14,"Wales","All",577
2020-06-15,"Betsi Cadwaladr University Health Board","C19",7
2020-06-15,"Betsi Cadwaladr University Health Board","NonC19",74
2020-06-15,"Betsi Cadwaladr University Health Board","All",81
2020-06-15,"Hywel Dda University Health Board","C19",9
2020-06-15,"Hywel Dda University Health Board","NonC19",69
2020-06-15,"Hywel Dda University Health Board","All",78
2020-06-15,"Abertawe Bro Morgannwg University Health Board","C19",8
2020-06-15,"Abertawe Bro Morgannwg University Health Board","NonC19",50
2020-06-15,"Abertawe Bro Morgannwg University Health Board","All",58
2020-06-15,"Cardiff and Vale University Health Board","C19",21
2020-06-15,"Cardiff and Vale University Health Board","NonC19",91
2020-06-15,"Cardiff and Vale University Health Board","All",112
2020-06-15,"Cwm Taf University Health Board","C19",16
2020-06-15,"Cwm Taf University Health Board","NonC19",67
2020-06-15,"Cwm Taf University Health Board","All",83
2020-06-15,"Aneurin Bevan University Health Board","C19",7
2020-06-15,"Aneurin Bevan University Health Board","NonC19",136
2020-06-15,"Aneurin Bevan University Health Board","All",143
2020-06-15,"Powys Teaching Health Board","C19",0
2020-06-15,"Powys Teaching Health Board","NonC19",0
2020-06-15,"Powys Teaching Health Board","All",0
2020-06-15,"Velindre University NHS Trust","C19",0
2020-06-15,"Velindre University NHS Trust","NonC19",2
2020-06-15,"Velindre University NHS Trust","All",2
2020-06-15,"Wales","C19",68
2020-06-15,"Wales","NonC19",489
2020-06-15,"Wales","All",557
2020-06-16,"Betsi Cadwaladr University Health Board","C19",16
2020-06-16,"Betsi Cadwaladr University Health Board","NonC19",201
2020-06-16,"Betsi Cadwaladr University Health Board","All",217
2020-06-16,"Hywel Dda University Health Board","C19",10
2020-06-16,"Hywel Dda University Health Board","NonC19",97
2020-06-16,"Hywel Dda University Health Board","All",107
2020-06-16,"Abertawe Bro Morgannwg University Health Board","C19",11
2020-06-16,"Abertawe Bro Morgannwg University Health Board","NonC19",90
2020-06-16,"Abertawe Bro Morgannwg University Health Board","All",101
2020-06-16,"Cardiff and Vale University Health Board","C19",12
2020-06-16,"Cardiff and Vale University Health Board","NonC19",240
2020-06-16,"Cardiff and Vale University Health Board","All",252
2020-06-16,"Cwm Taf University Health Board","C19",32
2020-06-16,"Cwm Taf University Health Board","NonC19",85
2020-06-16,"Cwm Taf University Health Board","All",117
2020-06-16,"Aneurin Bevan University Health Board","C19",15
2020-06-16,"Aneurin Bevan University Health Board","NonC19",259
2020-06-16,"Aneurin Bevan University Health Board","All",274
2020-06-16,"Powys Teaching Health Board","C19",0
2020-06-16,"Powys Teaching Health Board","NonC19",4
2020-06-16,"Powys Teaching Health Board","All",4
2020-06-16,"Velindre University NHS Trust","C19",0
2020-06-16,"Velindre University NHS Trust","NonC19",9
2020-06-16,"Velindre University NHS Trust","All",9
2020-06-16,"Wales","C19",96
2020-06-16,"Wales","NonC19",985
2020-06-16,"Wales","All",1081
2020-06-17,"Betsi Cadwaladr University Health Board","C19",35
2020-06-17,"Betsi Cadwaladr University Health Board","NonC19",176
2020-06-17,"Betsi Cadwaladr University Health Board","All",211
2020-06-17,"Hywel Dda University Health Board","C19",12
2020-06-17,"Hywel Dda University Health Board","NonC19",80
2020-06-17,"Hywel Dda University Health Board","All",92
2020-06-17,"Abertawe Bro Morgannwg University Health Board","C19",8
2020-06-17,"Abertawe Bro Morgannwg University Health Board","NonC19",97
2020-06-17,"Abertawe Bro Morgannwg University Health Board","All",105
2020-06-17,"Cardiff and Vale University Health Board","C19",12
2020-06-17,"Cardiff and Vale University Health Board","NonC19",238
2020-06-17,"Cardiff and Vale University Health Board","All",250
2020-06-17,"Cwm Taf University Health Board","C19",28
2020-06-17,"Cwm Taf University Health Board","NonC19",79
2020-06-17,"Cwm Taf University Health Board","All",107
2020-06-17,"Aneurin Bevan University Health Board","C19",13
2020-06-17,"Aneurin Bevan University Health Board","NonC19",279
2020-06-17,"Aneurin Bevan University Health Board","All",292
2020-06-17,"Powys Teaching Health Board","C19",0
2020-06-17,"Powys Teaching Health Board","NonC19",6
2020-06-17,"Powys Teaching Health Board","All",6
2020-06-17,"Velindre University NHS Trust","C19",0
2020-06-17,"Velindre University NHS Trust","NonC19",5
